location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,Curfew,CurfewStart,CurfewEnd,VaccineExempt,InGathLim,OutGathLim,InGathLimReligious,OutGathLimReligious,BusinessRestrictLevel,SchoolRestrictLevel,PublicMaskLevel,DateIssued,DateEnacted,DateExpiry,DateEased,DateEnded,DateReexpanded1,DateReeased1,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes,ReReviewed
530,10,DE,Delaware,GathRestrict,1,1,0,,,,10,10,10,10,,,,20200401,20200402,20200601,20200520,,,,Ninth modification to state of emergency declaration.  Extended to 20200601 https://governor.delaware.gov/health-soe/second-extension-declaration-of-a-state-of-emergency/ Eased to exclude religious gatherings on 20200520 https://governor.delaware.gov/health-soe/eighteenth-state-of-emergency/. ,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/04/Ninth-Modification-to-State-of-Emergency-04012020-1.pdf,20200807,Updated DateExpiry to 20200601,0
530,10,DE,Delaware,PublicMask,1,1,0,,,,,,,,,,Mandate3,20200425,20200428,20210321,,,,,"Mandatory face coverings, (quote) All individuals must wear a face covering, except where doing so would inhibit that individuals health or where the individual is under two years of age (quote). Applies to riding public transportation or in other types of vehicles (taxis, private car service, ride sharing), customer of any businesses (including, but not limited to, grocery stores, convenience stores, supermarkets, laundromats, and restaurants, both inside the business and when waiting in line outside), when obstaining services from a healthcare provider, when they are in an outdoor public area if maintaining social distancing is not possible, and when they are in any public area and are feeling sick, coughing, or sneezing. Coded as a PublicMaskLevel Mandate3 as it requires mask wearing in any business and outdoor public spaces. Extension on 20200805 https://governor.delaware.gov/health-soe/fifth-extension-declaration-of-a-state-of-emergency/ Extension on 20200903 https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/. On 20201002 extended to 20201101 https://governor.delaware.gov/health-soe/seventh-extension-declaration-of-a-state-of-emergency/ Extended to 20201129 https://governor.delaware.gov/health-soe/eighth-extension-declaration-of-a-state-of-emergency/. Extended to 20201225 https://governor.delaware.gov/wp-content/uploads/sites/24/2020/11/Ninth-Extension-of-State-of-Emergency-11252020.pdf Expanded on 20201214 https://governor.delaware.gov/wp-content/uploads/sites/24/2020/12/Fourth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-12.10.20.pdf. Extended to 20210123: https://governor.delaware.gov/health-soe/tenth-extension-declaration-of-a-state-of-emergency/. Extended to 20210224: https://governor.delaware.gov/health-soe/eleventh-extension-declaration-of-a-state-of-emergency/. Extended to 20210321: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Twelfth-Extension-State-of-Emergency-02192021.pdf.",https://governor.delaware.gov/health-soe/thirteenth-state-of-emergency/,20210221,Updated DateExpiry and PolicyCodingNotes,0
530,10,DE,Delaware,GathRestrict,1,1,0,,,,10,10,,,,,,20200518,20200520,,20200601,,,,Eighteenth modification of state emergency includes and easing restrictions for houses of worship. These places (quote) may conduct in-person services or activities at which attendance may reach a maximum of 30 pct of stated fire occupancy requirements (quote).,https://governor.delaware.gov/health-soe/eighteenth-state-of-emergency/,20200918,,0
530,10,DE,Delaware,GathRestrict,1,1,0,,,,10,250,,,,,,20200531,20200601,,20200615,,,,"All persons are prohibited from gathering indoors or in partially enclosed spaces in groups of ten (10) or more people until after June 15, 2020. Gatherings up to 250 are permitted in unenclosed outdoor spaces, or tents if protocols are followed, for outdoor events. Lists detailed requirements for hosting an event up to 250 people (i.e., following distancing guidelines, must wear face coverings)",https://governor.delaware.gov/health-soe/twentieth-state-of-emergency/,20200807,Added DateEased of 20200615,0
530,10,DE,Delaware,StayAtHome,0,0,0,,,,,,,,,,,20200531,20200601,20201225,,,,,Recommends vulnerable individuals to continue staying home. Extension on 20200619 https://governor.delaware.gov/health-soe/twenty-second-state-of-emergency/ Extension on 20200805 https://governor.delaware.gov/health-soe/fifth-extension-declaration-of-a-state-of-emergency/ Extension on 20200903 https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/  On 20201002 extended to 20201101 https://governor.delaware.gov/health-soe/seventh-extension-declaration-of-a-state-of-emergency/ Extended to 20201129 https://governor.delaware.gov/health-soe/eighth-extension-declaration-of-a-state-of-emergency/. Extended to 20201225 https://governor.delaware.gov/wp-content/uploads/sites/24/2020/11/Ninth-Extension-of-State-of-Emergency-11252020.pdf,https://governor.delaware.gov/health-soe/twentieth-state-of-emergency/,20201127,Updated PolicyCodingNotes and DateExpiry to 20201225,0
530,10,DE,Delaware,GathRestrict,1,1,0,,,,250,250,,,,,,20200614,20200615,20201129,,,,,"Eases restriction of gatherings of 10 to 250 in indoor settings, limiting gatherings up to 250 for indoors and outdoors. Extended on 20200805: https://governor.delaware.gov/health-soe/fifth-extension-declaration-of-a-state-of-emergency/ Extension on 20200903 https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/. On 20201002 extended to 20201101 https://governor.delaware.gov/health-soe/seventh-extension-declaration-of-a-state-of-emergency/ Extended to 20201129 https://governor.delaware.gov/health-soe/eighth-extension-declaration-of-a-state-of-emergency/",https://governor.delaware.gov/health-soe/twenty-first-state-of-emergency/,20201004,Updated PolicyCodingNotes and DateExpiry to 20201101,0
530,10,DE,Delaware,SchoolMask,1,1,0,,,,,,,,,,,20200826,20200826,20210321,,,,,"(quote) Students in Kindergarten and above shall wear face coverings while inside child care homes and centers and at schools at all times except for meals, naps, or when doing so would inhibit the child’s health. If outside at a child care home or center or at a school, face coverings shall be worn by students (Kindergarten and above) if social distancing cannot be maintained (quote). Does not explicitly require teachers or school staff to wear face coverings in this order. Extended on 20200904: https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/. Extended to 20201101: https://governor.delaware.gov/wp-content/uploads/sites/24/2020/10/Seventh-Extension-of-State-of-Emergency-10022020.pdf. Extended to 20201129: https://governor.delaware.gov/health-soe/eighth-extension-declaration-of-a-state-of-emergency/. Extended to 20201225: https://governor.delaware.gov/wp-content/uploads/sites/24/2020/11/Ninth-Extension-of-State-of-Emergency-11252020.pdf. Extended to 2021011 https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/. Extended to 20210123: https://governor.delaware.gov/health-soe/tenth-extension-declaration-of-a-state-of-emergency/. Extended to 20210224: https://governor.delaware.gov/health-soe/eleventh-extension-declaration-of-a-state-of-emergency/. Extended to 20210321: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Twelfth-Extension-State-of-Emergency-02192021.pdf.",https://governor.delaware.gov/health-soe/twenty-fifth-state-of-emergency/,20210221,Updated DateExpiry and PolicyCodingNotes,0
530,10,DE,Delaware,GathRestrict,1,1,0,,,,50,50,100,100,,,,20201120,20201123,20201225,,,,,"Expands gathering restriction for indoor and outdoor gatherings, prohibiting more than 50 people. (quote) Houses of Worship may continue to offer in-person worship services, provided, however, that the total number of guests permitted in a House of Worship at any one time shall not exceed the lesser of 30 pct of that House of Worship’s stated fire occupancy or 100 guests. (quote). Extended to 20201225 https://governor.delaware.gov/wp-content/uploads/sites/24/2020/11/Ninth-Extension-of-State-of-Emergency-11252020.pdf",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/11/Third-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-11202020.pdf,20201127,,0
530,10,DE,Delaware,BarRestrict,1,1,1,22h00,05h00,,,,,,,,,20201210,20201214,20210123,,,,,"Expands restrictions on breweries, taprooms and taverns. Food courts are now allowed to operate at 20 percent capacity (indoors and outdoors) or 100 individuals, whichever is less. All other food and drink establishments follow the new general capacity limits for retail and business: retail establishments of 5000 sq ft. or less may reopen at 40 percent capacity, businesses with less than 100,000 sq. ft. and retail with less than 100,000 sq. ft. and more than 5,001 sq. ft. shall not exceed 30 pct capacity, while businesses or retail of more than 100,001 sq. ft. shall not exceed 20 pct capacity. Food and Drink establishments must close indoor and outdoor dining between 10pm and 5am. Only members of the same household may share a table and tables are limited to parties of 6, consisting of no more than 4 adults. (quote) Any common areas where people would typically stand or engage in other activities must be off limits if not otherwise occupied by tables with seated patrons. This includes dance floors, arcade/bar game areas, pool tables, and similar spaces. (quote). Additional requirements for Food and Drink Establishments are listed in the twenty-seventh modification.  https://governor.delaware.gov/wp-content/uploads/sites/24/2020/12/Fourth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-12.10.20.pdf. Extended to 20210123: https://governor.delaware.gov/health-soe/tenth-extension-declaration-of-a-state-of-emergency/.",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/12/Fourth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-12.10.20.pdf,20210103,,0
530,10,DE,Delaware,GathRestrict,1,1,0,,,,10,50,,,,,,20201210,20201214,20210321,20210212,,,,"Expands restrictions for indoor gatherings, prohibiting more than 10 people in both public and private gatherings. Outdoor gatherings remain limited to 50 people. Eases restrictions for religious gatherings, which now have no stated numerical limit, only a capacity limit. (quote) Notwithstanding the indoor gathering occupancy limits set forth in Paragraph N.2, Houses of Worship may continue operations or reopen provided, however, that the total number of guests permitted in a House of Worship at any one time shall not exceed forty percent (40pct) of that House of Worship’s stated fire occupancy. (quote). Extended to 20210123: https://governor.delaware.gov/health-soe/tenth-extension-declaration-of-a-state-of-emergency/. Extended to 20210224: https://governor.delaware.gov/health-soe/eleventh-extension-declaration-of-a-state-of-emergency/. https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Sixth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-02042021.pdf. On 20210214 eases religious gathering restrictions, now allowing for 50 pct capacity: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Sixth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-02042021.pdf. Extended to 20210321: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Twelfth-Extension-State-of-Emergency-02192021.pdf.",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/12/Fourth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-12.10.20.pdf,20210221,,0
530,10,DE,Delaware,RestaurantRestrict,1,1,1,22h00,05h00,,,,,,,,,20201210,20201214,20210123,,,,,"Expands restrictions on restaurants and like businesses. Food courts are now allowed to operate at 20 percent capacity (indoors and outdoors) or 100 individuals, whichever is less. All other food and drink establishments follow the new general capacity limits for retail and business: retail establishments of 5000 sq ft. or less may reopen at 40 percent capacity, businesses with less than 100,000 sq. ft. and retail with less than 100,000 sq. ft. and more than 5,001 sq. ft. shall not exceed 30 pct capacity, while businesses or retail of more than 100,001 sq. ft. shall not exceed 20 pct capacity. Food and Drink establishments must close indoor and outdoor dining between 10pm and 5am. Only members of the same household may share a table and tables are limited to parties of 6, consisting of no more than 4 adults. (quote) Any common areas where people would typically stand or engage in other activities must be off limits if not otherwise occupied by tables with seated patrons (quote). Additional requirements for Food and Drink Establishments are listed in the twenty-seventh modification. https://governor.delaware.gov/wp-content/uploads/sites/24/2020/12/Fourth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-12.10.20.pdf. Extended to 20210123: https://governor.delaware.gov/health-soe/tenth-extension-declaration-of-a-state-of-emergency/.",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/12/Fourth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-12.10.20.pdf,20210103,,0
530,10,DE,Delaware,StayAtHome,0,1,0,,,,,,,,,,,20201210,20201214,,,20210212,,,"Expands recommendation to stay home to all Delawareans, not just vulnerable individuals. (quote) Beginning on Monday, December 14, 2020 and ending on January 11, 2021 unless expressly extended, Delaware residents are advised and strongly encouraged to stay home as often as possible and to only leave home to go to work or school, or for necessary needs such as seeking medical care, going to the grocery store or pharmacy, or picking up food. (quote). Extended to 20210123: https://governor.delaware.gov/health-soe/tenth-extension-declaration-of-a-state-of-emergency/. On 20210108, extends recommendation to stay home to all Delawareans until further notice (no longer provides an expiration date): https://governor.delaware.gov/wp-content/uploads/sites/24/2021/01/Fifth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-01082021.pdf. Ended on 20210212 for all Delaware residents and vulnerable individuals: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Sixth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-02042021.pdf.",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/12/Fourth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-12.10.20.pdf,20210207,Added DateEnded and updated PolicyCodingNotes,0
530,10,DE,Delaware,BarRestrict,1,1,0,,,,,,,,,,,20210108,20210108,20210321,20210212,,,,"Extends restrictions on breweries, taprooms and taverns, though no longer requiring mandatory nighttime closure from 10pm to 5am. Food courts are allowed to operate at 20 percent capacity (indoors and outdoors) or 100 individuals, whichever is less. All other food and drink establishments follow the new general capacity limits for retail and business: retail establishments of 5000 sq ft. or less may reopen at 40 percent capacity, businesses with less than 100,000 sq. ft. and retail with less than 100,000 sq. ft. and more than 5,001 sq. ft. shall not exceed 30 pct capacity, while businesses or retail of more than 100,001 sq. ft. shall not exceed 20 pct capacity. Only members of the same household may share a table and tables are limited to parties of 6, consisting of no more than 4 adults. (quote) Any common areas where people would typically stand or engage in other activities must be off limits if not otherwise occupied by tables with seated patrons. This includes dance floors, arcade/bar game areas, pool tables, and similar spaces. (quote). Extended to 20210224: https://governor.delaware.gov/health-soe/eleventh-extension-declaration-of-a-state-of-emergency/. Eased on 20210212, allowing food and drink establishments up to 50 pct capacity indoors: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Sixth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-02042021.pdf. Extended to 20210321: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Twelfth-Extension-State-of-Emergency-02192021.pdf.",https://governor.delaware.gov/wp-content/uploads/sites/24/2021/01/Fifth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-01082021.pdf,20210221,Updated DateExpiry and PolicyCodingNotes,0
530,10,DE,Delaware,RestaurantRestrict,1,1,0,,,,,,,,,,,20210108,20210108,20210321,20210212,,,,"Extends restrictions on restaurants and like businesses, though no longer requires mandatory nighttime closure from 10pm to 5am. Food courts are now allowed to operate at 20 percent capacity (indoors and outdoors) or 100 individuals, whichever is less. All other food and drink establishments follow the new general capacity limits for retail and business: retail establishments of 5000 sq ft. or less may reopen at 40 percent capacity, businesses with less than 100,000 sq. ft. and retail with less than 100,000 sq. ft. and more than 5,001 sq. ft. shall not exceed 30 pct capacity, while businesses or retail of more than 100,001 sq. ft. shall not exceed 20 pct capacity. Only members of the same household may share a table and tables are limited to parties of 6, consisting of no more than 4 adults. (quote) Any common areas where people would typically stand or engage in other activities must be off limits if not otherwise occupied by tables with seated patrons (quote). Extended to 20210224: https://governor.delaware.gov/health-soe/eleventh-extension-declaration-of-a-state-of-emergency/. Eased on 20210212, allowing food and drink establishments up to 50 pct capacity indoors: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Sixth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-02042021.pdf. Extended to 20210321: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Twelfth-Extension-State-of-Emergency-02192021.pdf.",https://governor.delaware.gov/wp-content/uploads/sites/24/2021/01/Fifth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-01082021.pdf,20210221,Updated DateExpiry and PolicyCodingNotes,0
530,10,DE,Delaware,GathRestrict,1,1,0,,,,25,50,,,,,,20210219,20210219,20210321,,,,,"Eases gathering restrictions. Indoor public gatherings can now be held at the lesser of 25 people or 50 pct capacity. Organizers may ​submit a plan to the DPH  to host larger events up to 150 people. Outdoor gatherings continue to be limited to 50 people, or up to 250 with an approved plan from DPH. Indoor private gatherings remains at 10 people. Continues restrictions for religious gatherings, which may now operate at 50 pct capacity. Extended to 20210321: https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Twelfth-Extension-State-of-Emergency-02192021.pdf.",https://governor.delaware.gov/wp-content/uploads/sites/24/2021/02/Seventh-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-02192021.pdf,20210223,added gathering limits,0
531,11,DC,District of Columbia,EmergDec,1,1,0,,,,,,,,,,,20200311,20200311,20210521,,,,,"Emergency Declaration/Public Health Emergency. On 20200415, mayor ordered extension through 20200515. Extended to 20200725: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/MO2020-067.pdf Extended to 20201010 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-079%20Extension%20of%20the%20Public%20Emergency%20.pdf Extended to 20210101 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-103.pdf. Extended to 20210401: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%20127%2012-18-2020.pdf. Extended to 20210521: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%E2%80%99s%20Order%202021-038%20%20Extension%20of%20the%20Public%20Emergency%20and%20Public%20Health%20Emergency%20and%20Modified%20Measures%20in%20Phase%20Two%20of%20Washington%2C%20DC%20Reopening%20%203-17-2021_0.pdf.",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/MO.DeclarationofPublicEmergency03.11.20.pdf,20210323,Updated DateExpiry and PolicyCodingNotes,0
531,11,DC,District of Columbia,GathRestrict,1,1,0,,,,250,250,250,250,,,,20200313,20200313,20200711,,,,,"Originally issued from state health department, Prohibits all gatherings of more than 250, order in effect for 120 days.",https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/release_content/attachments/DOH_Rulemaking_Mass-Gatherings.pdf,20200803,Updated entry to new gathering system and added numeric variables,0
531,11,DC,District of Columbia,BarRestrict,1,1,0,,,,,,,,,,,20200316,20200316,20210521,20200529,,,,"Limited operations for taverns - no table seating, can only do delivery and grab-and-go. On 20200320, mayor ordered extension of this executive order. On 20200529 under Phase 1 taverns and nightclubs that have food service through Alcoholic Beverage Regulation Administration approval can offer outdoor dining under strict guidelines https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/MO2020-067.pdf On 20200619 the restrictions on bars were extended https://coronavirus.dc.gov/phasetwo Extended to 20201009 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-079%20Extension%20of%20the%20Public%20Emergency%20.pdf Extended to 20210101 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-103.pdf. Extended to 20210401: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%20127%2012-18-2020.pdf. Extended to 20210521: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%E2%80%99s%20Order%202021-038%20%20Extension%20of%20the%20Public%20Emergency%20and%20Public%20Health%20Emergency%20and%20Modified%20Measures%20in%20Phase%20Two%20of%20Washington%2C%20DC%20Reopening%20%203-17-2021_0.pdf.",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MO-Prohibition-on-Mass-Gatherings-During-Public-Health-Emergency.pdf,20210323,Updated DateExpiry and PolicyCodingNotes,0
531,11,DC,District of Columbia,GathRestrict,1,1,0,,,,50,50,50,50,,,,20200316,20200316,20200425,,,,,"On 20200320, mayor ordered extension of this executive order",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MO-Prohibition-on-Mass-Gatherings-During-Public-Health-Emergency.pdf,20200918,Updated DateExpiry to 20200425,0
531,11,DC,District of Columbia,GathRestrict,1,0,0,,,,10,10,10,10,,,,20200316,20200316,20200425,,,,,Prohibits organizations which target people over sixty or in high risk groups from having gatherings larger than ten. Extended to 20200425: https://mayor.dc.gov/sites/default/files/u23/Mayor%60s%20Order%202020-51.pdf,https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MO-Prohibition-on-Mass-Gatherings-During-Public-Health-Emergency.pdf,20200807,,0
531,11,DC,District of Columbia,RestaurantRestrict,1,1,0,,,,,,,,,,,20200316,20200316,20210521,20200529,,20201125,20210122,"Limited operations: restaurants, taverns - no table seating, can only do delivery and grab-and-go. On 20200320, mayor ordered extension of this executive order. Extended to 20201010 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-079%20Extension%20of%20the%20Public%20Emergency%20.pdf Extended to 20210101 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-103.pdf. ReExpanded on 20201125 to reduce service from 50 pct occupancy to 25 pct occupancy: https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayors-Order-2020-119.pdf. Expanded on 20201217 to include capacity limits: https://mayor.dc.gov/sites/default/files/dc/sites/coronavirus/release_content/attachments/Mayor%27s%20Order%202020-126.pdf. Expanded on 20201223, closing indor services and outdoor services still allowed: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%20127%2012-18-2020.pdf. Extended to 20210122: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%202021-004%201-11-2021.pdf. Eased on 20210122, now allowing indoor dining at 25 pct capacity or no more than 250 people, whichever is fewer people: https://mayor.dc.gov/release/pause-various-phase-two-activities-ending-several-activities-remain-suspended. On 20210322 extended restrictions, mandating nighttime closure at midnight. Extended to 20210521: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%E2%80%99s%20Order%202021-038%20%20Extension%20of%20the%20Public%20Emergency%20and%20Public%20Health%20Emergency%20and%20Modified%20Measures%20in%20Phase%20Two%20of%20Washington%2C%20DC%20Reopening%20%203-17-2021_0.pdf.",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MO-Prohibition-on-Mass-Gatherings-During-Public-Health-Emergency.pdf,20210323,Updated DateExpiry and PolicyCodingNotes,0
531,11,DC,District of Columbia,SchoolClose,1,1,0,,,,,,,,,NoInPerson,,20200316,20200316,,20200622,,,,"Schools closed March 16 to April 24, spring break cancelled. Eased during Phase 2 of reopening on 20200622. School buildings can open under certain guidelines: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/COVID-19_DC_Health_Guidance_For-Schools-Reopening_2020.06.16_FINAL%5B1%5D.pdf",https://dcps.dc.gov/node/1032672,20201108,Updated DateEased and Deleted DateReExpanded1,1
531,11,DC,District of Columbia,OtherBusinessClose,1,1,0,,,,,,,,,,,20200316,20200317,20210521,20200622,,20201125,20210122,"Closure required: nightclubs, health clubs, spas, massage establishments, theaters. On 20200320, mayor ordered extension of this executive order Extended to 20201009 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-079%20Extension%20of%20the%20Public%20Emergency%20.pdf. On 20200925, eases restrictions on live indoor and outdoor entertainment venues. A select group of venues are invited to participate in a pilot where they can resume live entertainment. During the pilot period, the District will not be accepting waiver applications from any other venues. https://mayor.dc.gov/release/mayor-bowser-announces-phase-two-live-entertainment-pilot Further easings on 20201007 and Extended to 20210101 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-103.pdf. Expanded for some businesses on 20201125, including restricting group exercise classes for gyms and pausing the Live Entertainment Pilot program: https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayors-Order-2020-119.pdf. Expanded on 20201211 for high-contact sports: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%202020-123.pdf. Expanded on 20201217 to include capacity limits for some businesses including museums, libraries, recreational centers, gyms, and retail: https://mayor.dc.gov/sites/default/files/dc/sites/coronavirus/release_content/attachments/Mayor%27s%20Order%202020-126.pdf. Extended to 20210401: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%20127%2012-18-2020.pdf. Expanded on 20201223 to close museums and libraries: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%20127%2012-18-2020.pdf. Expanded restrictons for museums and libraties and eased restrictions for retail food sellers are extended to 20210122: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%202021-004%201-11-2021.pdf. On 20210122, eased restrictions for museums to allow for indoor services of no more than 250 people per floor and no guided tours, and extended the closure of libraries but allows pickup and dropoff services: https://mayor.dc.gov/release/pause-various-phase-two-activities-ending-several-activities-remain-suspended. On 20210322, eased restrictions for some businesses and extended to 20210521: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%E2%80%99s%20Order%202021-038%20%20Extension%20of%20the%20Public%20Emergency%20and%20Public%20Health%20Emergency%20and%20Modified%20Measures%20in%20Phase%20Two%20of%20Washington%2C%20DC%20Reopening%20%203-17-2021_0.pdf.",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MO-Prohibition-on-Mass-Gatherings-During-Public-Health-Emergency.pdf,20210323,Updated DateExpiry and PolicyCodingNotes,0
531,11,DC,District of Columbia,GathRestrict,1,1,0,,,,10,10,10,10,,,,20200324,20200324,20200724,20200622,,,,Restriction on gatherings of 10 or more. Eased starting 20200622 as part of Phase 2: https://coronavirus.dc.gov/phasetwo,https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-053%20Closure%20of%20Non-Essential%20Businesses%20and%20Prohibiti....pdf,20200807,Updated DateExpiry to 20200724,0
531,11,DC,District of Columbia,NEBusinessClose,1,1,0,,,,,,,,,,,20200324,20200325,20210521,20200529,,,,"Issued 20200324, in effect at 10 pm on 20200325 Extended to 20201010 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-079%20Extension%20of%20the%20Public%20Emergency%20.pdf Extended to 20210101 https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-103.pdf. Extended to 20210401: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%27s%20Order%20127%2012-18-2020.pdf. Extended to 20210521: https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayor%E2%80%99s%20Order%202021-038%20%20Extension%20of%20the%20Public%20Emergency%20and%20Public%20Health%20Emergency%20and%20Modified%20Measures%20in%20Phase%20Two%20of%20Washington%2C%20DC%20Reopening%20%203-17-2021_0.pdf.",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-053%20Closure%20of%20Non-Essential%20Businesses%20and%20Prohibiti....pdf,20210323,Updated DateExpiry and PolicyCodingNotes,0
531,11,DC,District of Columbia,StayAtHome,1,1,0,,,,,,,,,,,20200330,20200401,20200609,,20200529,,,"(quote) All individuals living in Washington, DC, are order to stay at their place of residence, except as specified in this order (quote)",https://coronavirus.dc.gov/stayhome,20200918,Updated DateExpiry to 20200609,0
