location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,InGathLim,OutGathLim,InGathLimReligious,OutGathLimReligious,PublicMaskLevel,DateIssued,DateEnacted,DateExpiry,DateEased,DateEnded,DateReexpanded1,DateReeased1,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes
528,8,CO,Colorado,OtherBusinessClose,1,1,,,,,,20200319,20200319,20201005,20200501,,,,"Closure required: non-essential personal services facilities, off-track betting facilities, source of policy is public health order. 20200426 EO extends closure for now https://drive.google.com/file/d/1l13eSver8iS1fE149gmKHCLoHPgutNvO/view Effective 20200604 these activities may reopen subject to specific guidance and restrictions: playgrounds, outdoor sports facilities, outdoor swimming pools, recreation centers, indoor pools,gyms https://drive.google.com/file/d/12bRFEqXa7GvzNEPIK1lQVsnz4LeRgleA/view Extended to 20200805: https://drive.google.com/file/d/11F0Gd7DfVONN4p4yNa5h6_00xJB34SZm/view Extended to 20200820 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20142%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors%20-%20Alcohol.pdf On 20200723, amended EO extended this policy to 20200822: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20144%20Amending%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors.pdf Extended to 20200906 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20154%20Protect%20Our%20Neighbors.pdf Extended to 20201005 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20178-Protect%20Our%20Neighbors.pdf",https://assets.documentcloud.org/documents/6815440/Updated-Bars-Restaurants-PH-Order-31920.pdf,20200910,Updated DateExpiry to 20201005 and PolicyCodingNotes
528,8,CO,Colorado,NEBusinessClose,1,1,,,,,,20200325,20200326,20201005,20200427,,,,"(quote) I direct all businesses other than those qualified as Critical Businesses to close temporarily (quote). Initial easing of NEBusinessClose began on 20200427 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20044%20Safer%20at%20Home.pdf Extended to 20200805: https://drive.google.com/file/d/11F0Gd7DfVONN4p4yNa5h6_00xJB34SZm/view Extended to 20200820 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20142%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors%20-%20Alcohol.pdf On 20200723, amended EO extended this policy to 20200822: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20144%20Amending%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors.pdf Extended to 20200906 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20154%20Protect%20Our%20Neighbors.pdf Extended to 20201005 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20178-Protect%20Our%20Neighbors.pdf",https://drive.google.com/file/d/1O1EDCY6-A6QBKxzDImCSF8bBBdOOI3Km/view,20200910,Updated DateExpiry to 20201005 and PolicyCodingNotes
528,8,CO,Colorado,StayAtHome,1,1,,,,,,20200325,20200326,20200426,,20200427,,,"Becomes active at 6:00 am on 20200326. (quote) I direct all Coloradans to stay at home, subject to limited exceptions (quote). Extended through 20200426 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20024%20Amending%20and%20Extending%20Executive%20Order%20D%202020%20017%20Stay%20at%20Home%20Order_0.pdf  Eased on 20200427 (no longer a mandate for all individuals - advisory - and is only a mandate to vulnerable populations) https://drive.google.com/file/d/1l13eSver8iS1fE149gmKHCLoHPgutNvO/view",https://drive.google.com/file/d/1O1EDCY6-A6QBKxzDImCSF8bBBdOOI3Km/view,20200913,"Updated DateEnded on 20200427, removed DateEased, updated DateExpiry to 20200426"
528,8,CO,Colorado,CaseIsolation,1,1,,,,,,20200401,20200402,20201005,,,,,"People with symptoms of COVID-19 must self isolate until they recieve a negative test or at least 72 hours after symptoms resolve. Extended to 20200805: https://drive.google.com/file/d/11F0Gd7DfVONN4p4yNa5h6_00xJB34SZm/view Extended to 20200820 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20142%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors%20-%20Alcohol.pdf On 20200723, amended EO extended this policy to 20200822: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20144%20Amending%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors.pdf Extended to 20200906 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20154%20Protect%20Our%20Neighbors.pdf Extended to 20201005 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20178-Protect%20Our%20Neighbors.pdf",https://drive.google.com/file/d/1hSyVD4wlb6evhqqrbEgypcgKMr6i8SOX/view,20200910,Updated DateExpiry to 20201005 and PolicyCodingNotes
528,8,CO,Colorado,PublicMask,0,1,,,,,,20200426,20200427,20200805,,,,,(quote) Individuals are urged to wear non-medical face coverings that cover the nose and mouth whenever in public (quote). Extended to 20200805: https://drive.google.com/file/d/11F0Gd7DfVONN4p4yNa5h6_00xJB34SZm/view,https://drive.google.com/file/d/1l13eSver8iS1fE149gmKHCLoHPgutNvO/view,20200712,Updated DateExpiry to 20200805
528,8,CO,Colorado,StayAtHome,0,1,,,,,,20200426,20200427,20201005,,,,,"Public health order encourages all individuals living in Colorado to stay at home and avoid unnecessary interactions where possible. Extended to 20200805: https://drive.google.com/file/d/11F0Gd7DfVONN4p4yNa5h6_00xJB34SZm/view Extended to 20200820 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20142%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors%20-%20Alcohol.pdf On 20200723, amended EO extended this policy to 20200822: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20144%20Amending%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors.pdf Extended to 20200906 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20154%20Protect%20Our%20Neighbors.pdf Extended to 20201005 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20178-Protect%20Our%20Neighbors.pdf",https://drive.google.com/file/d/1ieLfhoFx6RU_7tkGElC2QA_88VSfFYHj/view,20200910,Updated DateExpiry to 20201005 and PolicyCodingNotes
528,8,CO,Colorado,StayAtHome,0,0,,,,,,20200426,20200427,20201005,,,,,"Eased stay at home order to focus on vulnerable populations and restates that it is not longer mandatory for anyone. (quote) People at high risk of severe illness from COVID-19 are urged to stay in their residence at all times except as necessary to seek medical care. Vulnerable Individuals cannot be compelled to work (quote)  Extended to 20200805: https://drive.google.com/file/d/11F0Gd7DfVONN4p4yNa5h6_00xJB34SZm/view Extended to 20200820 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20142%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors%20-%20Alcohol.pdf On 20200723, amended EO extended this policy to 20200822: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20144%20Amending%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors.pdf Extended to 20200906 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20154%20Protect%20Our%20Neighbors.pdf Extended to 20201005 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20178-Protect%20Our%20Neighbors.pdf",https://drive.google.com/file/d/1ieLfhoFx6RU_7tkGElC2QA_88VSfFYHj/view,20200910,Updated DateExpiry to 20201005 and PolicyCodingNotes
528,8,CO,Colorado,PublicMask,1,1,,,,,Mandate1,20200620,20200620,20200805,,,,,"Mandates that, at Goverment Offices and Facilities, all employees that interact in close proximity to with other employees or the public and all members of the public must wear medical or non-medical face coverings that cover the nose and mouth, as a condition of ingress or movement within such location. Considered a Mandate1 on PublicMaskLevel coding since it applies to the public in limited settings (government offices and facilities). Extended to 20200805: https://drive.google.com/file/d/11F0Gd7DfVONN4p4yNa5h6_00xJB34SZm/view",https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20110%20Nonmedical%20Face%20Coverings.pdf,20200712,"Updated PolicyCodingNotes, added Mandate1 to PublicMaskLevel, updated DateExpiry to 20200805"
528,8,CO,Colorado,GathRestrict,1,0,500,500,500,500,,20200710,20200706,20201005,,,,,"Counties certified to meet Protect Our Neighbors attestation can have gathering activities up to 500 people while maintaining social distancing. Note that PHO was issued on 20200710, but is in effect 20200706 per EO-PHO dynamic in Colorado. Note that a list of these counties is not yet immediately available at the state-level, so we are not tracking their variances at the time of entry. Extended to 20200820 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20142%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors%20-%20Alcohol.pdf On 20200723, amended EO extended this policy to 20200822: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20144%20Amending%20Safer%20at%20Home%20in%20the%20Vast%2C%20Great%20Outdoors.pdf Extended to 20200906 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20154%20Protect%20Our%20Neighbors.pdf Extended to 20201005 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20178-Protect%20Our%20Neighbors.pdf",https://drive.google.com/file/d/11F0Gd7DfVONN4p4yNa5h6_00xJB34SZm/view,20200910,Updated DateExpiry to 20201005 and PolicyCodingNotes
528,8,CO,Colorado,PublicMask,1,1,,,,,Mandate2,20200716,20200717,20201012,,,,,"Issues statewide mask order, requiring people in Colorado who are 11 years and older to wear a covering over their noses and mouths when entering or moving within any public indoor space, or while using or waiting to use public (buses, light-rail) or non-personal (taxis, car services, ride-shares) transportation services. Exemptions for individuals who cannot wear masks or face coverings due to medical conditions or disabilities, and does not require masks in outdoor spaces (though encourages such use). Includes worship services. In effect at midnight on 20200716, so coded to 20200717. Coded as a Mandate2 under PublicMaskLevel as it covers broadly covers indoor settings and explicitly does not require mask use in outdoor settings. Extended to 20200913 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20164%20Non%20Medical%20Face%20Covering.pdf Extended to 20201012 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20190%20Nonmedical%20Face%20Coverings.pdf",https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20138%20Mask%20Order.pdf,20200913,Updated DateExpiry to 20201012 and PolicyCodingNotes
529,9,CT,Connecticut,EmergDec,1,1,,,,,,20200310,20200310,20210209,,,,,"Declares a public health emergency and civil preparedness emergency that shall remain in effect through 20200909, so coded to 20200910. Extended to 20210209 https://portal.ct.gov/-/media/Office-of-the-Governor/News/20200901-Renewed-COVID-19-Emergency-Declarations.pdf",https://portal.ct.gov/-/media/Office-of-the-Governor/News/20200310-declaration-of-civil-preparedness-and-public-health-emergency.pdf?la=en,20200914,Updated DateExpiry to 20210209
529,9,CT,Connecticut,GathRestrict,1,1,250,250,250,250,,20200312,20200312,20200430,,,,,Gatherings of 250 or more are prohibited and shall remain in effect until midnight on 20200430,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7.pdf?la=en,20200803,Updated entry to new gathering system and added numeric variables
529,9,CT,Connecticut,SchoolClose,1,1,,,,,,20200315,20200317,,20200706,20200727,,,"Public school school closure issuance, EO 7L extended closure to at least April 20. Extended to the end of the school year on May 5 . On 20200518, extended for summer educational programs for public schools through 20200706. Limited in-person operations for summer schools are allowed as of 20200706, hence coded as an easing. Governor's presser on 20200727 indicated that decisions about school opening would be devolved to county and district level.",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7C.pdf?la=en,20200818,"Deleted DateExpiry, added DateEased and updated PolicyCodingNotes."
529,9,CT,Connecticut,BarRestrict,1,1,,,,,,20200316,20200316,20201109,20200520,,,,"Limited operations required for bars.  On 20200520, restrictions eased to allow outdoor service for drinks only if alongside food.  Easing extending on 20200616. Extended to 20200926 https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9.pdf",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,20200908,Updated DateExpiry to 20201109
529,9,CT,Connecticut,GathRestrict,1,1,50,50,50,50,,20200316,20200316,20200501,,,,,"Gatherings of 50 or more are prohibited through April 30, so coded to 20200501.",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,20200918,Updated DateExpiry
529,9,CT,Connecticut,OtherBusinessClose,1,1,,,,,,20200316,20200316,20200621,20200520,20200616,,,"Closure required: gyms, fitness studios, movie theaters. Order repealed on 20200616: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7ZZ.pdf",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,20200713,Added DateEnded of 20200616. 
529,9,CT,Connecticut,RestaurantRestrict,1,1,,,,,,20200316,20200316,20200621,20200520,20200616,,,Limited operations required: restaurants  (only can serve for off-premise consumption). Effective 20200520 outdoor dining permitted. The remaining provisions prohibiting indoor dining are extended to 20200620 https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7PP.pdf?la=en.  https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7ZZ.pdf. Ended on 20200616 as indoor dining without capacity restrictions permitted: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7ZZ.pdf,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,20200825,"Added DateEnded, PolicyNotes"
529,9,CT,Connecticut,OtherBusinessClose,1,1,,,,,,20200318,20200319,20201109,20200616,,,,Closure required: shopping malls and other places of public amusement - EO 7F. Order on 20200616 eases: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7ZZ.pdf,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7F.pdf?la=en,20200913,"Deleted DateEnded, updated DateEased and DateExpiry"
529,9,CT,Connecticut,NEBusinessClose,1,1,,,,,,20200320,20200323,20200621,20200520,,,,"Non-essential businesses close at 800 pm on 2020323 (EO 7H). Some businesses are allowed to reopen effective 20200520 pursuant to the Sector Rules. Operations of any indoor gym, fitness center, or similar facility or studio offering inperson fitness, sporting or recreational opportunities or instructions, and all movie theaters, are still prohibited and extended through June 20, 2020. https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7PP.pdf?la=en.  Restrictions on bars and betting tracks continue until 20200721: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7ZZ.pdf",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,20200715,Updated DateExpiry to 20200621 
529,9,CT,Connecticut,StayAtHome,0,1,,,,,,20200320,20200323,20200521,,20200520,,,Being coded as 0 for mandate as the executive order does not explicitly ask people to stay at home. Press release encourages staying at home,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,20200520,"Remove DateEased, added DateEnded of 20200420"
529,9,CT,Connecticut,GathRestrict,1,1,5,5,50,50,,20200326,20200326,20200621,20200601,,,,Gathering restriction to more no more than 5 people. Excludes religious and spiritual and worship gatherings,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7N.pdf,20200803,Updated entry to new gathering system and added numeric variables
529,9,CT,Connecticut,PublicMask,1,1,,,,,Mandate3,20200417,20200420,20201109,,,,,"Any person in a public place in Connecticut who is unable to or does not maintain a safe social distance of approximately six feet from every other person shall cover their mouth and nose with a mask or cloth face-covering. Also must use mask or face covering in transportation services. Coded as a Mandate3 for PublicMaskLevel as this applies to all public places, and does not distinguish between indoor or outdoor settings (and thus is applicable in all public places). Extended for 6 months on 20200814, so coding to 20210212 (182 days later) - this extension also includes a small expansion, requiring documentation for medical exemptions: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,20200908,Updated DateExpiry to 20201109
529,9,CT,Connecticut,GathRestrict,1,1,10,25,100,150,,20200529,20200601,,20200616,,,,"Eased gathering restriction of 5 to 10 people for indoor settings. (quote) indoor social and recreational gatherings as described in Executive Order No. 7D, Section 1 are permitted for up to and including ten (10) people (quote). . However, religious gatherings are exempt quote) effective immediately, the 49-person limit on religious, spiritual and worship gatherings is raised for indoor gatherings to 25 percent of capacity of the indoor space or a maximum of 100 people, whichever is smaller, and to 150 people for outdoor gatherings (quote)",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7N.pdf,20200803,Updated entry to new gathering system and added numeric variables
529,9,CT,Connecticut,GathRestrict,1,1,25,100,,,,20200616,20200616,20201109,,,,,"Eases gathering restrictions for both indoor and outdoor gatherings. Restrictions are (quote) amended to permit social and recreational gatherings pursuant to DECD Rules for Gatherings and Venues and Sector Rules for Outdoor Events (quote), and thus permit up to 25 people for indoor private gatherings and 100 for outdoor private gatherings (e.g., weddings, reunions, parties). No limits on religious gatherings provided.",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7ZZ.pdf,20200908,Updated DateExpiry to 20201109
529,9,CT,Connecticut,Quarantine,1,1,,,,,,20200624,20200625,20201109,20200918,,,,"Travelers entering Connecticut from a state with a positive test rate higher than 10 per 100,000 residents, or higher than a 10 pct test positivity rate over a seven-day rolling average, shall self-quarantine for a period of 14 days. On 20200630, Expands states included in the travel quarantine requirement, adding eight states to the list. The total list is as follows: Alabama, Arkansas, Arizona, California, Florida, Georgia, Iowa, Idaho, Louisiana, Mississippi, North Carolina, Nevada, South Carolina, Tennessee, Texas, Utah: https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/06-2020/Governor-Lamont-Coronavirus-Update-June-30  On 20200707, Expands states included in the travel quarantine requirement, adding Delaware, Kansas, and Oklahoma: https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/06-2020/Governor-Lamont-Coronavirus-Update-June-30  As of 20200714, removes Delaware and adds Minnesota, New Mexico, Ohio, and Wisconsin now on the travel quarantine list: https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Travel-In-or-Out-of-CT On 20200724, the policy removed Minnesota and then expanded to add more states to the quarantine list and ask all travellers from these states to submit a travel health safety form upon arrival https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7III.pdf On 20200728, Illinois, Kentucky, Minnesota, Puerto Rico, and District of Columbia are added to the quarantine list: https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/07-2020/Governor-Lamont-Coronavirus-Update-July-28 On 20200804 District of Columbia and Delaware were removed from the list and Indiana and Rhode Island were added: https://portal.ct.gov/Coronavirus/travel On 20200811, Alaska, New Mexico, Ohio, and Rhode Island are removed from the list, and Hawaii, South Dakota, and the Virgin Islands are added: https://portal.ct.gov/Coronavirus/travel On 20200818 Washington was removed from the list and Alaska and Delaware were added https://portal.ct.gov/Coronavirus/travel On 20200825 Guam was added to the list and Alaska, Arizona, Delaware, Maryland and Montana were removed https://portal.ct.gov/Coronavirus/travel On 20200901 Alaska and Montana were added to the list https://portal.ct.gov/Coronavirus/travel On 20200908 Delaware, Ohio, Maryland and West Virginia were added to the list and Puerto Rico and the Virgin Islands were removed https://portal.ct.gov/Coronavirus/travel On 20200915 Removes California, Hawaii, Maryland, Minnesota, Nevada, Ohio from the list and adds Puerto Rico https://portal.ct.gov/Coronavirus/travel On 20200915 this is eased, as travelers entering Connecticut from a state with a positive test rate higher than 10 per 100,000 residents, or higher than a 10 pct test positivity rate over a seven-day rolling average, starting September 18 will have the option to either self-quarantine for a period of 14 days or provide proof of a negative test within the past 72 hours of entry into CT. https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf.   On 20200922, adds Arizona, Minnesota, Nevada, Rhode Island, Wyoming to list. https://portal.ct.gov/Coronavirus/travel ",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BBB.pdf,20200922,Updated PolicyCodingNotes with states that were added to the list. 
530,10,DE,Delaware,EmergDec,1,1,,,,,,20200312,20200313,,,,,,Emergency Declaration/Public Health Emergency. Extension on 20200531 provides no expiry date https://governor.delaware.gov/health-soe/twentieth-state-of-emergency/ Extension on 20200619 no expiry date https://governor.delaware.gov/health-soe/twenty-second-state-of-emergency/ Extension on 20200630 https://governor.delaware.gov/health-soe/twenty-third-state-of-emergency/ Extension on 20200805 https://governor.delaware.gov/health-soe/fifth-extension-declaration-of-a-state-of-emergency/. Extended on 202000826: https://governor.delaware.gov/health-soe/twenty-fifth-state-of-emergency/ Extension on 20200903 https://governor.delaware.gov/health-soe/sixth-extension-declaration-of-a-state-of-emergency/,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/State-of-Emergency_03122020.pdf,20200904,Updated PolicyCodingNotes
530,10,DE,Delaware,GathRecom,0,1,100,100,,,,20200312,20200313,20200411,,,,,"Within emergency declaration, (quote) Event hosts should review potential risks and cancel all non-essential mass gatherings of 100 people or more. (quote)",https://news.delaware.gov/2020/03/12/governor-carney-declares-state-of-emergency-to-prepare-for-spread-of-coronavirus-covid-19/,20200807,Added 100 under InGathLim and OutGathLim
530,10,DE,Delaware,SchoolClose,1,1,,,,,,20200313,20200313,,20200804,,,,"Public schools closed, expiry extended from March 27 to May 15 on March 23 in letter from governor. Closed through the rest of the academic year https://news.delaware.gov/2020/04/24/delaware-schools-closed-through-academic-year/. Beginning August 4, Phase 2 of reopening plan in place, which allows for some hybrind online and in person instruction with precautions in place. https://news.delaware.gov/2020/08/04/governor-carney-announces-delaware-schools-may-open-in-hybrid-scenario/.  Extended on 20200826: https://governor.delaware.gov/health-soe/twenty-fifth-state-of-emergency/",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Letter-to-Schools-03.23.2020.pdf,20200830,"Updated PolicyNotes, added DateEased"
530,10,DE,Delaware,BarRestrict,1,1,,,,,,20200316,20200316,,20200601,,,,"Initial policy restricted to delivery or take-out/no in-person service. Limited operations for brewpubs, taverns, taprooms. First easings on 20200601 could begin serving outdoors at 30 percent capacity if they were approved https://governor.delaware.gov/wp-content/uploads/sites/24/2020/05/Nineteenth-Modification-to-State-of-Emergency-May-22-2020.pdf Easings extended on 20200619 where taverns and taprooms can now operate at 60 percent capacity https://governor.delaware.gov/health-soe/twenty-second-state-of-emergency/ Easings extended on 20200706 https://governor.delaware.gov/health-soe/fourth-extension-declaration-of-a-state-of-emergency/  Extension on 20200805 https://governor.delaware.gov/health-soe/fifth-extension-declaration-of-a-state-of-emergency/ Extension on 20200903 https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/State-of-Emergency_Modified-03162020.pdf,20200904,Updated PolicyCodingNotes
530,10,DE,Delaware,GathRestrict,1,1,50,50,50,50,,20200316,20200316,20200516,,,,,"In effect at 8 pm 20200316, public gatherings of 50 or more people shall be cancelled through 20200515. This is the first amendment to the State of Emergency",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/State-of-Emergency_Modified-03162020.pdf,20200803,Updated entry to new gathering system and added numeric variables
530,10,DE,Delaware,OtherBusinessClose,1,1,,,,,,20200316,20200316,,20200522,,,,"Closure required: casinos, bowling alleys, concert events, movie theaters, sports facilities. Closure extended to 20200601 https://governor.delaware.gov/health-soe/second-extension-declaration-of-a-state-of-emergency Eases restrictions starting on 20200522 on beaches and swimming pools https://governor.delaware.gov/wp-content/uploads/sites/24/2020/05/Seventeenth-Modification-to-State-of-Emergency-May-14-2020.pdf Eases restrictions further on 20200614 https://governor.delaware.gov/health-soe/twenty-first-state-of-emergency/ and on 20200619 https://governor.delaware.gov/health-soe/twenty-second-state-of-emergency/ Extension on 20200805 https://governor.delaware.gov/health-soe/fifth-extension-declaration-of-a-state-of-emergency/ Extension on 20200903 https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Second-Modification-to-the-State-of-Emergency.pdf,20200904,Updated PolicyCodingNotes
530,10,DE,Delaware,RestaurantRestrict,1,1,,,,,,20200316,20200316,,20200601,,,,Only can do delivery or take-out/no in-person service. Limited operations required: restaurants. First easings on 20200601 could begin serving outdoors at 30 percent capacity if they were approved https://governor.delaware.gov/wp-content/uploads/sites/24/2020/05/Nineteenth-Modification-to-State-of-Emergency-May-22-2020.pdf Easings extended on 20200619 where restaurants can now operate at 60 percent capacity indoors and outdoors https://governor.delaware.gov/health-soe/twenty-second-state-of-emergency/ Easings extended on 20200706 https://governor.delaware.gov/health-soe/fourth-extension-declaration-of-a-state-of-emergency/  Extension on 20200805 https://governor.delaware.gov/health-soe/fifth-extension-declaration-of-a-state-of-emergency/ Extension on 20200903 https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/State-of-Emergency_Modified-03162020.pdf,20200904,Updated PolicyCodingNotes
530,10,DE,Delaware,GathRecom,0,0,10,10,,,,20200318,20200316,,,,,,"Individuals who are higher risk for severe illness, including those age 60 or older with underlying health conditoins, are strongly encouraged to avoid gatherings of more than 10 persons unless the CDC COVID-19 guidelines can be followed",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/State-of-Emergency_Modified-03162020.pdf,20200807,
530,10,DE,Delaware,NEBusinessClose,1,1,,,,,,20200322,20200324,,20200508,,,,Fourth modification to state of emergency declaration. Fifteenth modification to state of emergency declaration eases NEBusiness close https://governor.delaware.gov/health-soe/fifteenth-state-of-emergency/ Extension on 20200805 https://governor.delaware.gov/health-soe/fifth-extension-declaration-of-a-state-of-emergency/ Extension on 20200903 https://governor.delaware.gov/health-soe/twenty-seventh-modification-state-of-emergency-declaration/,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fourth-Modification-to-State-of-Emergency-03222020.pdf,20200904,Updated PolicyCodingNotes
530,10,DE,Delaware,StayAtHome,1,1,,,,,,20200322,20200324,20200607,,20200601,,,Fifth modification of state of emergency declaration. Ended on 20200601 https://governor.delaware.gov/health-soe/twentieth-state-of-emergency/,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fifth-Modification-to-State-of-Emergency-03222020.pdf,20200918,"Removed DateEased, added DateEnded"
