location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,Curfew,CurfewStart,CurfewEnd,InGathLim,OutGathLim,InGathLimReligious,OutGathLimReligious,BusinessRestrictLevel,SchoolRestrictLevel,PublicMaskLevel,DateIssued,DateEnacted,DateExpiry,DateEased,DateEnded,DateReexpanded1,DateReeased1,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes,ReReviewed
537,18,IN,Indiana,GathRestrict,1,1,0,,,250,250,250,250,,,,20200312,20200312,,,,,,(quote) Non-essential gatherings must be limited to no more than 250 people (quote),https://calendar.in.gov/site/gov/event/gov-holcomb-announces-new-steps-to-protect-public-from-covid-19/,20200805,Updated PolicyCodingNotes,1
537,18,IN,Indiana,BarRestrict,1,1,0,,,,,,,TakeawayOnly,,,20200316,20200316,20200614,20200612,,,,"Limited operations required (requires to have drive-thru, pick-up, delivery only): bars and taverns. Easing began on 20200612, permitting bars, taverns, breweries to re-open at 50 pct capacity: https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf Extended to 20200801 https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf",https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,20201127,Added BusinessRestrictLevel and updated DateExpiry,1
537,18,IN,Indiana,GathRestrict,1,1,0,,,50,50,,,,,,20200316,20200316,20200405,,,,,(quote) Indiana will continue to adhere to the CDC guidance for large events and mass gatherings. The current guidance recommends no in-person events of no more than 50 people. (quote) Coding as a mandate requiring adherance to guidelines.,https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,20201127,Updated full entry,1
537,18,IN,Indiana,OtherBusinessClose,1,1,0,,,,,,,FullClose,,,20200316,20200316,20200801,20200730,,,,"Nightclubs must close through March 31, so coded to 20200401. Eased on 20200704, when most counties move to Stage 4.5 and remaining places of public amusement are permitted to re-open: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf",https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,20201127,Updated full entry,1
537,18,IN,Indiana,RestaurantRestrict,1,1,0,,,,,,,TakeawayOnly,,,20200316,20200316,20200524,20200511,,,,"Limited operations required (requires to have drive-thru, pick-up, delivery only): restaurants. For counties that have moved to stage 2 by May 4, restaurants may open to limited in person dining as of May 11 https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen.pdf ",https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,20201127,Updated full entry,1
537,18,IN,Indiana,SchoolClose,1,1,0,,,,,,,,NoInPerson,,20200319,20200319,,,20200701,,,"All K-12 public, as well as non-public, schools will remain closed through May 1, so coding to 20200502. To remain closed for in-person instruction through June 30 https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen.pdf. Ends in-person restrictions as of 20200701 https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf",https://calendar.in.gov/site/gov/event/gov-holcomb-takes-more-actions-to-protect-hoosiers-during-public-emergency/,20201127,Added NoInPerson to SchoolRestrictLevel,1
537,18,IN,Indiana,GathRestrict,1,1,0,,,10,10,10,10,,,,20200323,20200325,20200524,20200504,,,,Any gathering of ten (10) peple is hereby prohibited. Eased for most counties starting on 20200504 https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,20200803,Updated entry to new gathering system and added numeric variables,1
537,18,IN,Indiana,NEBusinessClose,1,1,0,,,,,,,FullClose,,,20200323,20200325,20200801,20200427,,,,"Non-essential business closure issued on 20200323, to be enacted 11:59 pm 20200324, originally expires 20200406, extended to 20200420.First easing on 20200408, permitting non-essential retail to reopen to retail only",https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,20201127,Updated full entry,1
537,18,IN,Indiana,StayAtHome,1,1,0,,,,,,,,,,20200323,20200325,20200524,20200504,20200518,,,"Issued 20200323, to be enacted at 20200324 at 11:59 pm: https://www.in.gov/gov/2384.htm, originally expires 20200406, extended to 20200420. On 20200420 extended to 20200501 (with unofficial announcement on 20200417):  https://www.in.gov/gov/files/Executive%20Order%2020-22%20Extension%20of%20Stay%20at%20Home.pdf Ended on 20200518 when all counties move to the next phase (i.e., a recommendation): https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf",https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,20200918,"Updated DateExpiry, added DateEnded of 20200518",1
537,18,IN,Indiana,OtherBusinessClose,1,1,0,,,,,,,TakeawayOnly,,,20200406,20200408,20200524,20200504,,,,"Eases restrictions on non-essential retail, permitting these businesses to reopen for takeaway or curbside delivery only",https://www.in.gov/gov/files/Executive%20Order%2020-18%20Cont%20Stay%20at%20Home%20Restaurants%20Govt%20Ops.pdf,20201127,,1
537,18,IN,Indiana,BusinessMask,0,1,0,,,,,,,,,,20200501,20200504,20200524,,,,,(quote) Retail businesses should require employees to wear face coverings and should consider requiring customers to wear face coverings (quote). ,https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,,1
537,18,IN,Indiana,GathRestrict,1,0,0,,,25,25,25,25,,,,20200501,20200504,20200524,20200508,,,,"Eases gathering restriction to no more than 25 people for all Indiana counties except for Cass, Lake, and Marion Counties (still stage 1). Eased on 20200508, when limits for religious gatherings were lifted https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,Updated DateIssued,1
537,18,IN,Indiana,OtherBusinessClose,1,0,0,,,,,,,IndoorAllowed,,,20200501,20200504,20200524,,,,,"Eases restrictions for retail (no more than 50 percent capacity, should require mask coverings, include social distancing), malls are limited to 25 percent capacity for all Indiana counties except for Cass, Lake, Marion (still at Stage 1)",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,,1
537,18,IN,Indiana,PublicMask,0,1,0,,,,,,,,,,20200501,20200504,20200801,,,,,"In Stage 2, (quote) when outside of homes or residences, individuals are strongly encouraged to wear face coverings (quote). In addition, in both stages, individuals riding on public transportation are strongly encouraged to wear face coverings. ",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,Updated full entry,1
537,18,IN,Indiana,GathRestrict,1,0,0,,,25,25,,,,,,20200501,20200508,20200524,,,,,"Eases restrictions, lifting the limits on religious gatherings but still requires at least 6 ft social distancing, sanitation, etc. Otherwise, no more than 25 people social gatherings",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,,1
537,18,IN,Indiana,GathRestrict,1,0,0,,,10,10,,,,,,20200501,20200508,20200524,20200518,,,,"Eases restrictions, lifting the limits on religious gatherings but still requires at least 6 ft social distancing, sanitation, etc. Otherwise no more than 10 person gathering restrictions. Eased on 20200518 when all counties could join Stage 2: https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,,1
537,18,IN,Indiana,BusinessMask,1,1,0,,,,,,,,,,20200501,20200511,20210104,,,,,Requires all employees and staff at restaurants as well as personal care services to wear face coverings as they are permitted to re-open. Also requires bars and gyms/fitness centers to have employees wear face coverings as they reopen,https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,Updated DateExpiry,1
537,18,IN,Indiana,RestaurantRestrict,1,0,0,,,,,,,IndoorAllowed,,,20200501,20200511,20200524,,,,,"Eases restrictions on restaurants (including social clubs and wineries), can start in-person dining if they follow the following protocols: no more than 50 percent capacity, bar areas remain closed, social distancing and sanitation, all employees and staff wear face coverings. Applicable to all Indiana counties that are not Lake, Marion, and Cass (still in stage 1)",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,,1
537,18,IN,Indiana,GathRestrict,1,1,0,,,25,25,,,,,,20200501,20200518,20200614,20200522,,,,"Statewide gathering restriction of 25 or more instituted upon Cass county moving to Phase 2 on 20200518. Eased on 20200522 when most counties moved to Phase 3, ended as of 20200601 when all counties have moved to a gathering restriction of 100 https://www.in.gov/gov/files/Executive%20Order%2020-28%20(Reopen%20Stage3).pdf",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20200803,Updated entry to new gathering system and added numeric variables,1
537,18,IN,Indiana,OtherBusinessClose,1,1,0,,,,,,,IndoorAllowed,,,20200501,20200518,20200926,,20200612,,,"Eased restrictions for retail, malls (no more than 50 percent capacity, should require mask coverings, include social distancing) for Cass County. Now applies statewide. Begins easing for Stage 3 counties on 2020522, now permitted to have up to 75 pct capacity: https://www.in.gov/gov/files/Executive%20Order%2020-28%20(Reopen%20Stage3).pdf. On 20200612, retail is permitted to reopen to full capacity and only is instructed to follow recommendations, which is coded as ending: https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201127,,1
537,18,IN,Indiana,RestaurantRestrict,1,1,0,,,,,,,IndoorAllowed,,,20200501,20200523,20210104,20200612,,,,"Eases restrictions on restaurants, can start in-person dining if they follow the following protocols: no more than 50 percent capacity, bar areas remain closed, social distancing and sanitation, all employees and staff wear face coverings. Further eases on 20200522, increasing capacity limits to 75 pct https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf Eases more on 20200926, removing capacity limits but still requiring at least 6 ft distancing between tables and patrons to be served at tables: https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf Extended to 20201213 https://www.in.gov/gov/files/Executive_Order_20-48_Color-Coded_County_Assessments.pdf Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
537,18,IN,Indiana,StayAtHome,0,1,0,,,,,,,,,,20200502,20200518,20200926,,20200926,,,"Statewide stay-at-home recommendation, strongly urging vulnerable populations to stay in their residence as much as possible. Extended to 20200718: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf Extended to 20200801 https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20200927,Added DateEnded 20200926,1
537,18,IN,Indiana,GathRestrict,1,0,0,,,100,100,,,,,,20200521,20200522,20200614,,,,,"Eases gathering restrictions such that up to 100 people can in a single site gathering as long as other social distancing requirements are followed. Host is encouraged to ensure a health screening process for attendees. Applicable to all counties in Phase 3, so excludes Cass, Lake and Marion",https://www.in.gov/gov/files/Executive%20Order%2020-28%20(Reopen%20Stage3).pdf,20201127,Removed religious gathering limits,1
537,18,IN,Indiana,GathRestrict,1,1,0,,,100,100,,,,,,20200521,20200601,20200614,20200612,,,,Statewide restriction on 100 people or more start 20200601. Applies to subset of counties from 20200522 to 20200601. Eased to 250 people gathering starting 20200612 https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf,https://www.in.gov/gov/files/Executive%20Order%2020-28%20(Reopen%20Stage3).pdf,20201127,Removed religious gathering limits,1
537,18,IN,Indiana,BarRestrict,1,1,0,,,,,,,IndoorAllowed,,,20200611,20200612,20210104,20200926,,,,"Eases restrictions on bars, breweries, and taverns, allowing them to open at 50 percent capacity and requires at least 6 ft distancing between tables. Requires screening of staff and wearing of face coverings. Starting 20200926, no occupancy limits but requires at least 6 ft distancing and only seated service, coded as easing: https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
537,18,IN,Indiana,GathRestrict,1,1,0,,,250,250,,,,,,20200611,20200612,20200926,,,,,"For Stage 4 re-opening, allows up to 250 people to be in a single gathering or venue if proper physical distancing can be followed. Extended to 20200718: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf Eased on 20200723 for special and seasonal events subject to event plan https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf Ended on 20200926: https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf,20201127,Removed religious gathering limits and DateEnded,1
537,18,IN,Indiana,OtherBusinessClose,1,0,0,,,,,,,IndoorAllowed,,,20200701,20200704,20200801,,,,,"For all counties but Elkhart (which remains in Stage 4), Stage 4.5 allows for the resumption of fairs, festivals, parades and other places of public amusement. For outdoor venues, events must ensure social distancing can be maintained and sanitation measures are in place. For indoor venues, maximum of 50 pct occupancy in addition to social distancing measures. Face coverings strongly recommended. Also youth overnight camps may open conditional on screenings, recommended face coverings",https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf,20201127,,1
537,18,IN,Indiana,PublicMask,1,1,0,,,,,,,,,Mandate3,20200724,20200727,20210104,,,,,"Requires wearing individuals 8 years old and older to wear a mask or other face covering in public indoor spaces (inclusive of commercial entities), public transportation and vehicle services (inclusive of taxis and ride shares), and outdoor public spaces when social distancing from others is not possible.Makes exemptions for private offices, private workspaces, and meetings where 6 ft of social distancing can be achieved, as well as children under the age of 2 years, individuals with with a medical condition or disability preventing the wearing of a face covering, when engaging in sports, attending/engaged in a religious service where social distancing is occuring of at least 6 ft. Coded as a Mandate3 for PublicMaskLevel as it applies broadly to indoor and outdoor settings. Formal EO was signed on 20200724, so coding that date to the DateIssued versus the date announced (20200722). Extended to 20201018: https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf. Extended to 20201115 https://www.in.gov/gov/files/Executive%20Order%2020-46%20Stage%205%20Continued.pdf. Extended to 20201116: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.10.16.pdf. Extended to 20201201: https://www.in.gov/gov/files/Executive%20Order%2020-46%20Stage%205%20Continued.pdf. Extended to 20201213: https://www.in.gov/gov/files/Executive_Order_20-48_Color-Coded_County_Assessments.pdf Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-37%20Face%20Covering%20Requirement.pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
537,18,IN,Indiana,SchoolMask,1,1,0,,,,,,,,,,20200724,20200727,20210104,,,,,"Effective July 27, all public and private K-12 educational institutions shall require all students in grades 3-12, regardless of age, all faculty, staff, to wear a face covering or face shield while physically present in any building facility, or grounds. Also required on school buses and school-sponsored modes of transportation. Extended to 20200926: https://www.in.gov/gov/files/Executive%20Order%2020-42%20(30%20day%20extension%20of%204_5%20and%20Mask%20Mandate).pdf. Extended to 20201018: https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf. Extended to 20201115: https://www.in.gov/gov/files/Executive%20Order%2020-46%20Stage%205%20Continued.pdf. Extended to 20201201: https://www.in.gov/gov/files/Executive-Order-20-47-Eighth-Renewal-of-Emergency-Declaration_2.pdf. Extended to 20201213: https://www.in.gov/gov/files/Executive-Order-20-47-Eighth-Renewal-of-Emergency-Declaration_2.pdf. Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-37%20Face%20Covering%20Requirement.pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
537,18,IN,Indiana,OtherBusinessClose,1,1,0,,,,,,,IndoorAllowed,,,20200730,20200730,20200827,,20200926,,,"With Stage 4.5 extension, now applies to all counties and no longer excludes Elkhart county: Stage 4.5 allows for the resumption of fairs, festivals, parades and other places of public amusement. For outdoor venues, events must ensure social distancing can be maintained and sanitation measures are in place. For indoor venues, maximum of 50 pct occupancy in addition to social distancing measures. Face coverings strongly recommended. Also youth overnight camps may open conditional on screenings, recommended face coverings. Ended on 20200926, when all business mandates became recommendations: https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-39%20(2nd%20Extension%20Stage%204.5).pdf,20201127,,1
537,18,IN,Indiana,GathRestrict,1,1,0,,,,,,,,,,20200924,20200926,20201201,,,,,"Removes gathering restriction numeric limits, with social gatherings and meetings being allowed subject to proper social distancing and face coverings. Special or seasonal events where attendance is expected to exceed 500 individuals must have an event plan approved by local health officials before proceeding. Still requires at least 6 ft among non household members, so coding as a continued gathering restriction without numeric limits",https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf,20201127,,1
537,18,IN,Indiana,StayAtHome,0,0,0,,,,,,,,,,20200926,20200926,20210104,,,,,"Statewide stay-at-home recommendation, strongly urging high-risk and vulnerable populations to stay in their residence as much as possible. Extended to 20201115: https://www.in.gov/gov/files/Executive%20Order%2020-46%20Stage%205%20Continued.pdf. Extended to 20201201: https://www.in.gov/gov/files/Executive%20Order%2020-46%20Stage%205%20Continued.pdf. Extended to 20201213: https://www.in.gov/gov/files/Executive_Order_20-48_Color-Coded_County_Assessments.pdf Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
537,18,IN,Indiana,CaseIsolation,1,1,0,,,,,,,,,,20201113,20201115,20210104,,,,,All Hoosiers who have received a positive COVID-19 test shall self-quarantine. Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf,https://www.in.gov/gov/files/Executive_Order_20-48_Color-Coded_County_Assessments.pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
537,18,IN,Indiana,GathRestrict,1,0,0,,,100,100,,,,,,20201113,20201115,20210104,,,,,"Counties classified in the yellow zone can have a maximum of 100 individuals at a social gathering. No gathering limits for religious gatherings. Requires at least 6 ft distancing between households, mask use, gathering limit applies to both indoor and outdoor gatherings. Starting 20201115, applies to: Putnam. Updated every Wednesday. Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf",https://www.in.gov/gov/files/Executive_Order_20-48_Color-Coded_County_Assessments.pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
537,18,IN,Indiana,GathRestrict,1,0,0,,,50,50,,,,,,20201113,20201115,20210104,,,,,"Counties classified in the orange zone can have a maximum of 50 individuals at a social gathering. No gathering limits for religious gatherings. Requires at least 6 ft distancing between households, mask use, gathering limit applies to both indoor and outdoor gatherings. Starting 20201115, applies to: Adams, Bartholomew, Benton, Blackford, Boone, Carroll, Cass, Clark, Clinton, Crawford, Daviess, De Kalb, Delaware, Dubois, Fayette, Floyd, Fountain, Fulton, Gibson, Grant, Greene, Hamilton, Hancock, Harrison, Hendricks, Henry, Howard, Huntington, Jackson, Jasper, Jay, Jefferson, Jennings, Johnson, Knox, Kosciusko, La Porte, Lawrence, Madison, Marion, Marshall, Martin, Miami, Monroe, Montgomery, Morgan, Noble, Ohio, Orange, Owen, Parke, Pike, Posey, Pulaski, Randolph, Rush, St. Joseph, Scott, Shelby, Starke, Switzerland, Tippecanoe, Tipton, Union, Vanderburgh, Vermillion, Vigo, Wabash, Warren, Warrick, Washington, Wayne. Updated every Wednesday. Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf",https://www.in.gov/gov/files/Executive_Order_20-48_Color-Coded_County_Assessments.pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
537,18,IN,Indiana,GathRestrict,1,0,0,,,25,25,,,,,,20201113,20201115,20210104,,,,,"Counties classified in the red zone can have a maximum of 25 individuals at a social gathering. No gathering limits for religious gatherings. Requires at least 6 ft distancing between households, mask use, gathering limit applies to both indoor and outdoor gatherings. Starting 20201115, applies to: Allen, Brown, Clay, Dearborn, Decatur, Elkhart, Franklin, LaGrange, Lake, Newton, Perry, Porter, Ripley, Spencer, Steuben, Sullivan, Wells, White, Whitley. Updated every Wednesday. Extends to 20201231: https://www.in.gov/gov/files/Executive-Order-20-49-Ninth-Renewal-of-Emergency-Declaration.pdf. Extended to 20210104 https://www.in.gov/gov/files/Executive-Order-20-50-Continuation-of-Color-Coded-County-Assessments.pdf",https://www.in.gov/gov/files/Executive_Order_20-48_Color-Coded_County_Assessments.pdf,20201215,Updated DateExpiry and PolicyCodingNotes,1
538,19,IA,Iowa,EmergDec,1,1,0,,,,,,,,,,20200309,20200309,20210109,,,,,State of Disaster Emergency declared. Linked to a State of Public Health Emergency on 20200317. Extended to 20200726: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.25.pdf Extended to 20200824 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.07.24%20%282%29.pdf Extended to 20201019: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Disaster%20Proclamation%20-%202020.09.18.pdf  Extended to 20201116: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.10.16.pdf. Extended to 20201211: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.11.10.pdf. Extended to 20210109: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.12.09.pdf.,https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.26%20%281%29.pdf,20201211,Updated DateExpiry and PolicyCodingNotes,1
538,19,IA,Iowa,SchoolClose,0,1,0,,,,,,,,NoInPerson,,20200315,20200316,20200413,,,,,"Governor recommends that all schools close for 4 weeks, which would equate to 20200413 from 20200316",https://governor.iowa.gov/press-release/gov-reynolds-recommends-iowa-schools-close-for-four-weeks-will-hold-a-press,20201111,Added SchoolRestrictLevel,1
538,19,IA,Iowa,BarRestrict,1,1,0,,,,,,,TakeawayOnly,,,20200317,20200317,20200528,20200528,,,,"Limited operations required (only take-out, delivery, drive through): bars. Eased on 20200528, permitting 50 pct capacity indoors and outdoors: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.26%20%281%29.pdf  ",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20201111,Updated DateExpiry and added TakeawayOnly under BusinessRestrictLevel,1
538,19,IA,Iowa,GathRestrict,1,1,0,,,10,10,10,10,,,,20200317,20200317,20200501,20200501,,,,"Extended on 20200326 to 20200416, extended on 20200406 to 11:59 on 20200430, coded accordingly: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.04.06.pdf  Extended to 20200516 https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf  Eased on 20200501 to exempt religious gatherings: https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20201111,"Updated DateExpiry, DateEased, and PolicyCodingNotes",1
538,19,IA,Iowa,OtherBusinessClose,1,1,0,,,,,,,FullClose,,,20200317,20200317,20200618,20200501,,,,"Closure required: fitness centers, health clubs, gyms, aquatic centers, theaters, performance venues, casinos.  In effect at noon on 20200317 to 1159 pm on 20200331, so coded to 20200401. By 20200618, all businesses originally under this closure could open to some degree in person: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.10.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20201111,Updated full entry,1
538,19,IA,Iowa,RestaurantRestrict,1,1,0,,,,,,,TakeawayOnly,,,20200317,20200317,20200516,20200501,,,,"Limited operations required (only take-out, delivery, drive through): restaurants. Eased for most counties starting on 20200501 https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf. Extended to 20200516 for 22 counties: https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20201111,Updated full entry,1
538,19,IA,Iowa,OtherBusinessClose,1,1,0,,,,,,,FullClose,,,20200322,20200322,20200528,20200508,,,,"Closure required: salons, medical spas, barbershops, tattoo establishments, tanning facilities, massage therapy establishments, and swimming pools. Easing began on 20200508 with tanning facilities no longer required to remain closed and being recommended to follow guidelines. All businesses under this policy could re-open to some degree of in-person services starting on 20200522: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.20.pdf",https://governor.iowa.gov/press-release/gov-reynolds-signs-new-proclamation-continuing-state-public-health-emergency,20201111,Updated full entry,1
