PID,location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,SWGeo,SWPop,DateIssued,DateEnacted,DateExpiry,DateEnded,Extends,Expands,Eases,Ends,Depends,PolicyCodingNotes,PolicySource,PolicySourceID,LastUpdated,LastUpdatedNotes,UpdatingSource1,UpdatingSource2
KS0002,539,20,KS,Kansas,GathRestrict50,1,1,1,1,20200317,20200317,20200501,,,,,,,"Funerals, religious gatherings, governments exemptions",https://governor.kansas.gov/wp-content/uploads/2020/03/20-04-Executed.pdf,Kansas0002,20200507,Updated notes,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0003,539,20,KS,Kansas,GathRestrictAny,1,1,1,1,20200317,20200317,20200501,,,,,,,GathRestrict50 is first instance. ,https://governor.kansas.gov/wp-content/uploads/2020/03/20-04-Executed.pdf,Kansas0002,20200413,Added expiration date,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0004,539,20,KS,Kansas,SchoolClose,1,1,1,1,20200317,20200317,20200529,,,,,,,Closing all public and private K-12 school buildings for student instruction until May 29,https://governor.kansas.gov/wp-content/uploads/2020/03/EO-20-07-Executed.pdf,Kansas0003,20200413,Added expiration date,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0007,539,20,KS,Kansas,Quarantine,1,1,1,1,20200323,20200323,,,,,,,,"People traveling from places with widespread community transmission must quarantine for 14 days, no expiry provided",https://khap2.kdhe.state.ks.us/NewsRelease/PDFs/3-23-2020%20Updates.pdf,Kansas0009,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0005,539,20,KS,Kansas,GathRestrict10,1,1,1,1,20200324,20200325,20200501,,,KS0002,,,,Expands restriction on gatherings to no more than 10,https://governor.kansas.gov/wp-content/uploads/2020/03/EO-20-14-Executed.pdf,Kansas0004,20200512,Added expansion of PID KS0002,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0036,539,20,KS,Kansas,GathRestrictAny,1,1,1,1,20200324,20200325,20200501,,,KS0003,,,,Extension of original GathRestrict instance. ,https://governor.kansas.gov/wp-content/uploads/2020/03/EO-20-14-Executed.pdf,Kansas0004,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0040,539,20,KS,Kansas,OtherBusinessClose,1,1,1,1,20200328,20200330,20200419,,,,,,,Establishment of the Kansas Essential Functional Framework (KEFF) by default closed at least some non-essential businesses by their exclusion from this list,https://governor.kansas.gov/wp-content/uploads/2020/03/EO20-16.pdf,Kansas0006,20200512,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0006,539,20,KS,Kansas,StayAtHome,1,1,1,1,20200328,20200330,20200419,20200504,,,,,,(quote) all individuals within the state of Kansas are directed to stay in their homes or residences unless performing an essential activity (quote) active 1201 am on 20200330,https://governor.kansas.gov/wp-content/uploads/2020/03/EO20-16.pdf,Kansas0006,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0008,539,20,KS,Kansas,GathRestrict10,1,1,1,1,20200407,20200408,20200501,,,KS0005,,,,"Order is expanded to include religious gatherings on 20200407 with an enact date of 20200408, legislature struck down, case heard by Supreme Court, which decides in favor of governors order: inclusion of religious gatherings in restriction allowed. (quote) the number of people conducting the service may exceed ten (quote) - see Sec. 1C ",https://governor.kansas.gov/wp-content/uploads/2020/04/20-18-Executed.pdf,Kansas0005,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0035,539,20,KS,Kansas,GathRestrictAny,1,1,1,1,20200407,20200408,20200501,,,KS0036,,,,Inclusion of religious gatherings in restrictions,https://governor.kansas.gov/wp-content/uploads/2020/04/20-18-Executed.pdf,Kansas0005,20200508,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0041,539,20,KS,Kansas,OtherBusinessClose,1,1,1,1,20200416,20200416,20200504,,KS0040,,,,,KEFF extended to 1159pm 20200503,https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-24-Executed.pdf,Kansas0007,20200512,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0009,539,20,KS,Kansas,StayAtHome,1,1,1,1,20200416,20200416,20200504,,KS0006,,,,,"Extended to 1159pm 20200503 on 20200416, coded accordingly. ",https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-24-Executed.pdf,Kansas0007,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0012,539,20,KS,Kansas,EmergDec,1,1,1,1,20200430,20200430,20200601,,KS0001,,,,,Extends EmergDec as stated in EO 20-03,https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-28-Reissuing-and-Extending-Certain-EOs.pdf,Kansas0010,20200512,Updated DateExpiry to 20200601,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0015,539,20,KS,Kansas,GathRestrict10,1,1,1,1,20200430,20200430,20200504,,KS0008,,,,,"Extends GathRestrict10 from EO 20-25, but says it shall expire on 11:59 pm on 20200503. ",https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-28-Reissuing-and-Extending-Certain-EOs.pdf,Kansas0010,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0037,539,20,KS,Kansas,GathRestrictAny,1,1,1,1,20200430,20200430,20200504,,KS0035,,,,,"Extends GathRestrictAny  from EO 20-25, but says it shall expire on 11:59 pm on 20200503. ",https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-28-Reissuing-and-Extending-Certain-EOs.pdf,Kansas0010,20200512,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0043,539,20,KS,Kansas,OtherBusinessClose,1,1,1,1,20200430,20200430,20200504,,KS0041,,,,,"Extends the KEFF to 20200503 at 1159 pm, so coded to 20200504",https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-28-Reissuing-and-Extending-Certain-EOs.pdf,Kansas0010,20200512,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0013,539,20,KS,Kansas,SchoolClose,1,1,1,1,20200430,20200430,20200601,,KS0004,,,,,EO 20-28 extends EO 20-07 which closed K-12 schools. In effect through 20200531 or until rescinded.,https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-28-Reissuing-and-Extending-Certain-EOs.pdf,Kansas0010,20200512,Updated DateExpiry to 20200601,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0014,539,20,KS,Kansas,StayAtHome,1,1,1,1,20200430,20200430,20200504,,KS0009,,,,,EO 20-28 extends StayAtHome until 11:59pm on 20200503,https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-28-Reissuing-and-Extending-Certain-EOs.pdf,Kansas0010,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0018,539,20,KS,Kansas,BusinessHealthSafety,1,1,1,1,20200430,20200504,,,,,,,,"Ad Astra: A Plan to Reopen Kansas established, providing both general and specific health and safety protocols for re-opening for in-person services.Currently treating as one over-arching BusinessHealthSafety policy, will revisit breaking out more",https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-043020.3.pdf,Kansas0012,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0017,539,20,KS,Kansas,GathRestrict10 ,1,1,1,1,20200430,20200504,,,KS0015,,,,,"Although EO 20-25 was considered no longer effect, restrictions on mass gatherings for more than 10 people remain prohibited under the new EO",https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-29-Implementing-Phase-One-of-Ad-Astra-Plan.pdf,Kansas0013,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0044,539,20,KS,Kansas,GathRestrictAny,1,1,1,1,20200430,20200504,,,KS0037,,,,,"Although EO 20-25 was considered no longer effect, restrictions on mass gatherings for more than 10 people remain prohibited under the new EO",https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-29-Implementing-Phase-One-of-Ad-Astra-Plan.pdf,Kansas0013,20200512,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0034,539,20,KS,Kansas,OtherBusinessClose,1,1,1,1,20200430,20200504,,,,,KS0043,,,Included in phase one of reopening plan: All businesses not prohibited in given list can open up if they comply with list of requirements (section 5a) ,https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-29-Implementing-Phase-One-of-Ad-Astra-Plan.pdf,Kansas0013,20200507,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0046,539,20,KS,Kansas,OtherBusinessClose,1,1,1,1,20200430,20200504,,,KS0043,,,,,"Closure of the following businesses are to remain, unless repurposed for an essential function under the KEFF: bars and nightclubs, casinos (non-tribal), theaters, museums, indoor leisure spaces (eg, trampoline parks, arcades), fitness centers, and close contact personal services (eg nail salons, barber shops, hair salons, tanning salons, tattoo parlors), community centers, outdoor and indoor large entertainment venus, fairs, festivals, carnivals, parades, commencements, graduations, siwmming pools, organized sports facilities, summer camp",https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-29-Implementing-Phase-One-of-Ad-Astra-Plan.pdf,Kansas0013,20200512,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0028,539,20,KS,Kansas,PublicMask,0,1,1,1,20200430,20200504,,,,,,,,Masks are strongly encouraged in public settings,https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-043020.3.pdf,Kansas0012,20200512,Updated DateEnacted to 20200504,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0033,539,20,KS,Kansas,StayAtHome,1,1,1,1,20200430,20200504,,,,,,KS0014,,"PHASE 1 of reopening plan (EO 20-29) Rescinds EOs 20-16 (stayathome), 20-24 (stayathome extension), and 20-25 (Gathrestrict)",https://governor.kansas.gov/wp-content/uploads/2020/04/EO-20-29-Implementing-Phase-One-of-Ad-Astra-Plan.pdf,Kansas0013,20200512,Updated PID under Ended to KS0014,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0049,539,20,KS,Kansas,StayAtHome,0,0,1,0,20200430,20200504,,,,,,,,High risk individuals are adivsed to continue to stay at home except when conducting essential functions (high risk being indiviudals with underlying medical conditions or are otherwise immunocompromised),https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-043020.3.pdf,Kansas0012,20200512,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0061,539,20,KS,Kansas,Quarantine,1,1,1,1,20200512,20200512,,,,KS0007,,,,"Removes Colorado and Louisiana from list, adds Maryland to list ",https://khap2.kdhe.state.ks.us/NewsRelease/PDFs/5-12-20%20State%20Quarantine%20List.pdf,Kansas0014,20200512,,,
KS0062,539,20,KS,Kansas,GathRestrict10,1,1,1,1,20200514,20200518,,,KS0017,,,,,Replaces Phase 1 with Phase 1.5: mass gatherings of 10 or more remain prohibited,https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-31-Implementing-Phase-1.5-of-Ad-Astra-Plan-Executed.pdf,Kansas0015,20200517,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0063,539,20,KS,Kansas,GathRestrictAny,1,1,1,1,20200514,20200518,,,KS0044,,,,,Replaces Phase 1 with Phase 1.5: gathering restrictions continued,https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-31-Implementing-Phase-1.5-of-Ad-Astra-Plan-Executed.pdf,Kansas0015,20200517,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0064,539,20,KS,Kansas,OtherBusinessClose,1,1,1,1,20200514,20200518,,,KS0034,KS0034,KS0046,,KS0018,"Eases restrictions on close contact personal care services (ie, nail salons, barber shops, hair salons, tattoo parloers, etc) but only for pre-scheduled appointments or online check-in, and fitness centers and health clubs without in-person group classes. Also conditional on following cleaning and public health practices under covid.ks.gov and following business specific guidelines. Extends eased restrictions on businesses allowed to open under PID KS0034 (eg in person retail), and expands to include more businesses under the eased restriction set",https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-31-Implementing-Phase-1.5-of-Ad-Astra-Plan-Executed.pdf,Kansas0015,20200517,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0065,539,20,KS,Kansas,OtherBusinessClose,1,1,1,1,20200514,20200518,,,KS0046,,,,,"Continues business closures for the following: bars and nightclubs, non-tribal casinos, theaters, museums and indoor leisure spaces (eg trampoline parks, arcades), community centers, outdoor and large entertainment venues, swimming pools, organized sports facilities, summer camps",https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-31-Implementing-Phase-1.5-of-Ad-Astra-Plan-Executed.pdf,Kansas0015,20200517,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0067,539,20,KS,Kansas,PublicMask,0,1,1,1,20200514,20200518,,,KS0028,,,,,Strongly encouraged to wear cloth masks in public settings,https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-31-Implementing-Phase-1.5-of-Ad-Astra-Plan-Executed.pdf,Kansas0015,20200517,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0066,539,20,KS,Kansas,SchoolClose,1,1,1,1,20200514,20200518,,,,,KS0013,,,"Extends school closures/restrictions under EO 20-07, but allows for in-person groups less than 10 people at a time (with social distancing, ie 6 ft distancing), so treating as easing ",https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-31-Implementing-Phase-1.5-of-Ad-Astra-Plan-Executed.pdf,Kansas0015,20200517,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KS0068,539,20,KS,Kansas,StayAtHome,0,0,1,0,20200514,20200518,,,KS0049,,,,,All high-risk or vulnerable individuals should continue to stay home except for essential needs. Continuing to code as recommendation.,https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-31-Implementing-Phase-1.5-of-Ad-Astra-Plan-Executed.pdf,Kansas0015,20200517,,https://governor.kansas.gov/newsroom/executive-orders/,https://covid.ks.gov/
KY0001,540,21,KY,Kentucky,EmergDec,1,1,1,1,20200306,20200306,,,,,,,,Declares State of Emergency. No explicit expiry provided.,https://governor.ky.gov/attachments/20200306_Executive-Order_2020-215.pdf,Kentucky0001,20200324,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0003,540,21,KY,Kentucky,SchoolClose,0,1,1,1,20200312,20200316,,,,,,,,"Requested superintendents to close public and private schools, but did not mandate. Districts are left to close on their own. Does not provide clear amount of time that the schools should be advised to close",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=99,Kentucky0005,20200326,Added DateIssued and DateEnacted,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0002,540,21,KY,Kentucky,GathRecomAny,0,1,1,1,20200313,20200313,,,,,,,,"Advised that all community gatherings be cancelled, via Governor facebook page. On governors website indicates this was on 20200311, but associated link indicates posting of this on 20200313, so using 20200313 as the date",https://www.facebook.com/GovAndyBeshear/photos/a.128267431958964/183031669815873/?type=3&theater,"Kentucky0002, Kentucky0003, Kentucky0004",20200515,Updated DateIssued and DateEnacted to 20200313,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0004,540,21,KY,Kentucky,RestaurantRestrict,1,1,1,1,20200316,20200316,20200330,,,,,,,"Limited operations required (carry-out, delivery, drive thru only): restaurants, bars. In effect for as long as the state of emergency is open.",https://governor.ky.gov/attachments/20200316_Order_Restaurant-Closure.pdf,Kentucky0006,20200518,Noted original Date Expiry ,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0005,540,21,KY,Kentucky,OtherBusinessClose,1,1,1,1,20200317,20200318,,,,,,,,"Closure required: entertainment, hospitality and recreational facilities, community and recreation centers, gyms and exercise facilities, hair salons, nail salons, spas, concert venues, theaters, and sporting event facilities. No expiry given",https://governor.ky.gov/attachments/20200317_Order_Public-Facing-Businesses.pdf,Kentucky0007,20200324,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0012,540,21,KY,Kentucky,OtherBusinessClose,1,1,1,1,20200318,20200318,,,,KY0005,,,,"Gov. Beshear suspended all charitable gaming licenses, closing bingo halls temporarily, to protect patrons at those establishments after having previously issued new guidance on closing public-facing businesses.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=96,Kentucky0008,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0006,540,21,KY,Kentucky,GathRestrictAny,1,1,1,1,20200319,20200319,,,,KY0002,,,,"Bans mass gatherings, does not clearly define mass gathering. Coded as restriction any at present. Makes policy in KY0002 a mandate rather than advisory. ",https://governor.ky.gov/attachments/20200319_Order_Mass-Gatherings.pdf,Kentucky0009,20200518,Updated policynotes,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0013,540,21,KY,Kentucky,SchoolClose,0,1,1,1,20200320,20200320,20200420,,KY0003,,,,,"(quote) Gov. Beshear, who hosted a conference call Friday afternoon with school superintendents to answer their questions, requested they cease in-person classes until at least April 20, which is an additional two weeks from his original request. All 172 districts have stopped in-person classes to stop the spread of the virus (quote). Governor COVID19 website indicates (quote) Recommended Kentucky schools cease in-person instruction until at least April 20. (quote)",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=99,Kentucky0010,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0007,540,21,KY,Kentucky,OtherBusinessClose,1,1,1,1,20200322,20200323,,,,KY0012,,,,"All in-person retail businesses that aren't life-sustaining to close at 8:00 pm on 20200323. These include entertainment, sporting goods, clothing, shoe, jewelry and furniture stores, florists, bookstores and auto dealers. In effect for duration of EmergDec",https://governor.ky.gov/attachments/20200322_Executive-Order_2020-246_Retail.pdf,Kentucky0011,20200326,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0008,540,21,KY,Kentucky,NEBusinessClose,1,1,1,1,20200325,20200326,,,,KY0007,,,,(quote) Only life-sustaining businesses may remain open (quote). No clear expiry,https://governor.ky.gov/attachments/20200325_Executive-Order_2020-257_Healthy-at-Home.pdf,Kentucky0012,20200518,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0027,540,21,KY,Kentucky,RestaurantRestrict,1,1,1,1,20200325,20200326,,,KY0004,,,,,Extends order for restricted operations for restaurants for consumption off-premises only,https://governor.ky.gov/attachments/20200325_Executive-Order_2020-257_Healthy-at-Home.pdf,Kentucky0012,20200518,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0009,540,21,KY,Kentucky,StayAtHome,0,1,1,1,20200325,20200326,,,,,,,,"No formal stay-at-home order issued yet, coding as 0 as Mandate for now. NEBusinessClose includes the following (quote) I am now issuing this Order to take additional steps to encourage Kentuckians to remain Healthy at Home, and to do everything in their power to stop the spread of disease. This Order should be construed broadly to prohibit in-person work that is not necessary to protect or sustain life. (quote) -- this fundamentally differs from language for Michigan StayAtHome (quote) This order must be construed broadly to prohibit in-person work that is not necessary to sustain or protect life (quote)",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=105,Kentucky0012,20200330,"Coded as 0 for Mandate (only recommendation at present), included date",https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0010,540,21,KY,Kentucky,Quarantine,1,1,1,1,20200330,20200330,,,,,,,,"Residents are instructed not to travel outside of state, and must self-quarantine for 14 days upon return. In effect till emergency declaration expires.",https://governor.ky.gov/attachments/20200330_Executive-Order_2020-258_Out-of-State-Travel.pdf,Kentucky0013,20200402,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0011,540,21,KY,Kentucky,TravelRestrictExit,1,1,1,1,20200330,20200330,,,,,,,,"Residents are instructed not to travel outside of state except for essential business, and must self-quarantine for 14 days upon return. In effect till emergency declaration expires.",https://governor.ky.gov/attachments/20200330_Executive-Order_2020-258_Out-of-State-Travel.pdf,Kentucky0013,20200402,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0014,540,21,KY,Kentucky,Quarantine,1,1,1,1,20200402,20200402,,,,KY0010,,,,"Restrict travel by residents of other states who travel into Kentucky to self-quaratine for 14 days after entering Kentucky. Expands KY0010 to encompass all people who enter the state, resident or not of Kentucky",https://governor.ky.gov/attachments/20200402_Executive-Order_2020-266_State-of-Emergency.pdf,Kentucky0014,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0015,540,21,KY,Kentucky,SchoolClose,0,1,1,1,20200402,20200402,20200501,,KY0013,,,,,Gov. Andy Beshear recommended Thursday that school districts statewide extend the suspension of in-person instruction until at least May 1. Also expects private schools to follow suit.,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=113,Kentucky0015,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0026,540,21,KY,Kentucky,TravelRestrictEntry,1,1,1,1,20200402,20200402,,,,,,,,Residents of any other state may not travel into KY except for in specific cases. In effect for duration of emergency ,https://governor.ky.gov/attachments/20200402_Executive-Order_2020-266_State-of-Emergency.pdf,Kentucky0014,20200518,,,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0016,540,21,KY,Kentucky,PublicMask,0,1,1,1,20200404,20200404,,,,,,,,"From Governor webiste on 20200404: ?In an added measure, Gov. Beshear said Kentucky is adopting on a voluntary basis the new guidance from the U.S. Centers for Disease Control and Prevention (CDC) recommending that people wear cloth masks in some situations. Gov. Beshear also stressed that wearing a cloth mask is a measure to be added to social distancing, not to replace it",https://governor.ky.gov/covid19,Kentucky0016,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0017,540,21,KY,Kentucky,SchoolClose,0,1,1,1,20200420,20200420,,,KY0015,,,,,(quote) Gov. Andy Beshear on Monday advised the commonwealths education leaders to keep facilities closed to in-person instruction for the rest of the school year. (quote),https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=135,Kentucky0017,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0019,540,21,KY,Kentucky,Quarantine,1,1,1,1,20200506,20200506,,,,,KY0014,,,"Requires self-quarantine for 14 days for anyone entering Kentucky with the intent to stay, but allows for in-transit travel through Kentucky if it originates and ends outside of Kentucky. This is considered an easing of the original quarantine order. Also allows for traveling into Kentucky without quarantine to obtain groceries",https://governor.ky.gov/attachments/20200506_Executive-Order_2020-315_Travel.pdf,Kentucky0018,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0018,540,21,KY,Kentucky,TravelRestrictEntry,1,1,1,1,20200506,20200506,,,,,,KY0026,,"Persons who have tested positive for COVID19, are presumptively diagnosed, or are exhibiting symptoms shall not enter the Commonwealth of Kentucky. Rescinds order that called for no outside residents traveling into KY",https://governor.ky.gov/attachments/20200506_Executive-Order_2020-315_Travel.pdf,Kentucky0018,20200518,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0020,540,21,KY,Kentucky,NEBusinessClose,1,1,1,1,20200508,20200511,,,,,KY0008,,KY0022,"Eases restrictions on the following non-life sustaining businesses, conditional on their implementation and adherence to the states Healthy at Work guidelines: manufacturing distribution and supply chain businesses, vehicle and vessel dealerships, horse racing tracks (though no spectators), pet care and grooming services, photography businesses, office-based businesses at 50 percent capacity",https://govsite-assets.s3.amazonaws.com/1bt2tc4ATVGSBYI5W2YR_Executive%20Order%202020-323%20-%20Healthy%20at%20Work%20Reopening.pdf,Kentucky0019,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0021,540,21,KY,Kentucky,OtherBusinessClose,1,1,1,1,20200508,20200511,,,KY0008,,,,,"Continues restrictions on businesses that were previously under the NEBusinessClose, including entertainment, hospitality and recreational facilities, community and recreation centers, gyms and exercise facilities, hair salons, nail salons, spas, concert venues, theaters,",https://govsite-assets.s3.amazonaws.com/1bt2tc4ATVGSBYI5W2YR_Executive%20Order%202020-323%20-%20Healthy%20at%20Work%20Reopening.pdf,Kentucky0019,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
KY0022,540,21,KY,Kentucky,BusinessHealthSafety,1,1,1,1,20200511,20200511,,,,,,,,"Establishes formal industry- and sector-specific requirements for eased restrictions on, manufacturing distribution and supply chain businesses, vehicle and vessel dealerships, horse racing tracks (though no spectators), pet care and grooming services, photography businesses, office-based businesses. Additional details here https://govstatus.egov.com/ky-healthy-at-work",https://govsite-assets.s3.amazonaws.com/WndqC8imQF2Sqny342ja_5-11-2020%20CHFS%20Order%20Specific%20Entities%20Requirements-2-.pdf,Kentucky0020,20200515,,https://governor.ky.gov/covid19,http://web.sos.ky.gov/execjournal/(S(x0p1hqc0qtyk5szctmomfzun))/journal2.aspx
LA0001,541,22,LA,Louisiana,EmergDec,1,1,1,1,20200311,20200311,20200409,,,,,,,Public Health Emergency declared. In effect to 20200409,https://gov.louisiana.gov/index.cfm/newsroom/detail/2400,Louisiana0001,20200513,,https://gov.louisiana.gov/index.cfm/newsroom/category/10,
LA0002,541,22,LA,Louisiana,GathRestrict250,1,1,1,1,20200313,20200313,20200413,,,,,,,"(quote) In an effort to reduce and limit the spread of COVID-19 in Louisiana, and to preserve the health and safety of all members of the public, all gatherings of 250 people or more between Friday, March 13,2020 and Monday, April 13, 2020 shall be postponed or cancelled (quote) ",https://gov.louisiana.gov/assets/ExecutiveOrders/27-JBE-2020-COVID-19.pdf,Louisiana0002,20200513,Updated PolicyNotes,https://gov.louisiana.gov/index.cfm/newsroom/category/11,
LA0003,541,22,LA,Louisiana,GathRestrictAny,1,1,1,1,20200313,20200313,20200413,,,,,,,First instance of GathRestrict,https://gov.louisiana.gov/assets/ExecutiveOrders/27-JBE-2020-COVID-19.pdf,Louisiana0002,20200513,Updated PolicyNotes,https://gov.louisiana.gov/index.cfm/newsroom/category/12,
