PID,location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,SWGeo,SWPop,DateIssued,DateEnacted,DateExpiry,DateEnded,Extends,Expands,Eases,Ends,Depends,PolicyCodingNotes,PolicySource,PolicySourceID,LastUpdated,LastUpdatedNotes,UpdatingSource1,UpdatingSource2
CO0026,528,8,CO,Colorado,PublicMask,0,1,1,1,20200426,20200427,20200527,,,,,,,(quote) Individuals are urged to wear non-medical face coverings that cover the nose and mouth whenever in public (quote),https://drive.google.com/file/d/1l13eSver8iS1fE149gmKHCLoHPgutNvO/view,Colorado0021,20200427,,https://www.colorado.gov/governor/2020-executive-orders,https://covid19.colorado.gov/
CO0031,528,8,CO,Colorado,RestaurantRestrict,1,1,1,1,20200426,20200427,20200527,,CO0004,,,,,"Extends restaurant operations to offer food or beverage using delivery, window, walk-up, drive-through, drive-up, or curbside delivery.",https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20044%20Safer%20at%20Home.pdf,Colorado0020,20200427,,https://www.colorado.gov/governor/2020-executive-orders,https://covid19.colorado.gov/
CO0024,528,8,CO,Colorado,SchoolClose,1,1,1,1,20200426,20200427,,,CO0022,,,,,"Extends CO0022, suspending all in-person instruction at P-12 schools through the scheduled end of the 2019-2020 school year. EO technically ends 30 days from April 27, 2020 so 20200527",https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20044%20Safer%20at%20Home.pdf,Colorado0020,20200427,,https://www.colorado.gov/governor/2020-executive-orders,https://covid19.colorado.gov/
CO0025,528,8,CO,Colorado,StayAtHome,0,0,1,0,20200426,20200427,20200527,,,,CO0014,,,"Eases CO0014 by focusing the StayAtHome order on vulnerable individuals, as defined as individuals 65 years or older, pregnant women, or individuals who have health conditions (chronic lung disease or severe asthma, serious heart conditions, immunocompromised). Also expressly includes people who are sick or have tested positive for COVID-19. EO technically ends 30 days from April 27, 2020 so 20200527",https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20044%20Safer%20at%20Home.pdf,Colorado0020,20200427,,https://www.colorado.gov/governor/2020-executive-orders,https://covid19.colorado.gov/
CO0035,528,8,CO,Colorado,StayAtHome,0,1,1,1,20200426,20200427,20200527,,,,,,,Public health order encourages all individuals living in Colorado to stay at home and avoid unnecessary interactions where possible. Separate from the easing of the original StayAtHome order to focus on vulnerable populations,https://drive.google.com/file/d/1l13eSver8iS1fE149gmKHCLoHPgutNvO/view,Colorado0021,20200427,,https://www.colorado.gov/governor/2020-executive-orders,https://covid19.colorado.gov/
CO0039,528,8,CO,Colorado,OtherBusinessClose,1,1,1,1,20200430,20200430,20200523,,CO0016,,,,,"Extends closure of downhill ski areas until May 23, 2020",https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20049%20Amending%20and%20Extending%20Ski%20Closures.pdf,Colorado0023,20200502,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
GA0001,533,13,GA,Georgia,EmergDec,1,1,1,1,20200314,20200314,20200414,,,,,,,"Public Health State of Emergency declared. Date of expiry is 1159 pm on 20200413, so coded to 20200414",https://gov.georgia.gov/document/2020-executive-order/3142002/download,Georgia0001,20200421,Added expiry date of 20200414 per order,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0002,533,13,GA,Georgia,SchoolClose,1,1,1,1,20200316,20200318,20200401,,,,,,,"Closes all public elementary, secondary, and post-secondary schools on 20200318. Will remain closed through 2020031, so expiry is 20200401",https://gov.georgia.gov/document/2020-executive-order/03162001/download,Georgia0002,20200422,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0003,533,13,GA,Georgia,GathRestrict10,1,1,1,1,20200323,20200324,20200406,,,,,,,"(Quote) no business, establishment, corporation, nonprofit corporation, or organization shall allow more than ten (10) persons to be gathered at a single location if such gatherings requires persons to stand or be seated within six (6) feet of other person (quote). Goes into effect at 12 pm on 20200324, expires at 12 pm 20200406",https://gov.georgia.gov/document/2020-executive-order/03232001/download,Georgia0003,20200421,Added expiry date of 20200406 per 20200323 order,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0004,533,13,GA,Georgia,GathRestrictAny,1,1,1,1,20200323,20200324,20200406,,,,,,,"(Quote) no business, establishment, corporation, nonprofit corporation, or organization shall allow more than ten (10) persons to be gathered at a single location if such gatherings requires persons to stand or be seated within six (6) feet of other person (quote). Goes into effect at 12 pm on 20200324, expires at 12 pm 20200406",https://gov.georgia.gov/document/2020-executive-order/03232001/download,Georgia0003,20200421,Added expiry date of 20200406 per 20200323 order,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0005,533,13,GA,Georgia,OtherBusinessClose,1,1,1,1,20200323,20200324,20200406,,,,,,,"Closure required: bars, nightclubs. Goes into effect at 12 pm on 20200324, expires at 12 pm on 20200406",https://gov.georgia.gov/document/2020-executive-order/03232001/download,Georgia0003,20200324,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0006,533,13,GA,Georgia,StayAtHome,1,0,1,0,20200323,20200324,20200406,,,,,,,"Issued 2020323 shelter in place for specific populations only. (quote) who have serious underlying conditions likely to cause an increased spread of COVID-19, if such persons were to become infected (quote), persons living in nursing homes or long term care, people with chronic lung disease, people undergoing cancer treatment, individuals in the DPH Administrative Order 03.022.20.01",https://gov.georgia.gov/document/2020-executive-order/03232001/download,Georgia0003,20200326,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0008,533,13,GA,Georgia,SchoolClose,1,1,1,1,20200326,20200326,20200425,,GA0002,,,,,"Extends closure for public elementary and secondary schools for in-person instruction through 20200424, so coded to expire on 20200425. Closure for public post-secondary schools for in-person instruction through the end of the semester (with limited exceptions - not specificied)",https://gov.georgia.gov/document/2020-executive-order/03262002/download,Georgia0004,20200424,"Updated expiry to 20200425, as the EO phrasing is (quote) through 20200424",https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0009,533,13,GA,Georgia,SchoolClose,1,1,1,1,20200401,20200401,,,GA0008,,,,,"Extends closure for public elementary, secondary, and post-secondary schools for in-person instruction through the end of the 2019-2020 academic year.",https://gov.georgia.gov/document/2020-executive-order/04012001/download,Georgia0005,20200421,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0015,533,13,GA,Georgia,BusinessHealthSafety,1,1,1,1,20200402,20200403,20200414,,,,,,,"Businesses not considered critical infrastructure shall only engage in minimum basic operations and health measures shall include: screening and evaluating workers who show signs of illness (eg fever, cough, shortness of breath), require workers to not report to work, enhanced sanitation, requiring hand washing and sanitation, providing PPE as available and appropriate, prohibiting gatherings of workers during working hours, holding all meetings and conferences virtually when possible, prohibiting handshaking and unnecssary person-to-person contact, increasing physical space between workers' worksites to at least 6 ft, etc",https://gov.georgia.gov/document/2020-executive-order/04202001/download,Georgia0006,20200421,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0017,533,13,GA,Georgia,GathRestrict10,1,1,1,1,20200402,20200403,20200414,,GA0003,GA0003,,,,Extends GA0003 gathering restriction to 1159 pm 20200413 (so coded to 20200414). Expands to explicitly apply to county and municipal government. Further eases restrictions that began with GA0013,https://gov.georgia.gov/document/2020-executive-order/04022001/download,Georgia0006,20200424,Extension of original GathRestrict10 order,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0018,533,13,GA,Georgia,GathRestrictAny,1,1,1,1,20200402,20200403,20200414,,GA0004,GA0004,,,,Extends GA0003 gathering restriction to 1159 pm 20200413 (so coded to 20200414). Expands to explicitly apply to county and municipal government.,https://gov.georgia.gov/document/2020-executive-order/04022001/download,Georgia0006,20200424,Extension of original GathRestrictAny order,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0012,533,13,GA,Georgia,OtherBusinessClose,1,1,1,1,20200402,20200403,20200414,,GA0005,GA0005,,,,"Order expands businesses closed to: gyms, fitness centers, bowling alleys, theaters, live performance venues, and amusement parks, body art studios, hair designers, massage therapy.",https://gov.georgia.gov/document/2020-executive-order/04022001/download,Georgia0006,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0014,533,13,GA,Georgia,RestaurantRestrict,1,1,1,1,20200402,20200403,20200414,,,,,,,"Limited operations (takeout, curbside pick-up, and delivery) required: restaurants and social clubs with dine-in services",https://gov.georgia.gov/document/2020-executive-order/04022001/download,Georgia0006,20200421,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0007,533,13,GA,Georgia,StayAtHome,1,1,1,1,20200402,20200403,20200414,,,GA0006,,,,"Issued 2020401 for 6pm the next day, initial expiry is 1159 pm on 20200413 (so coded to 20200414). Expands previous order to include all residents not only immunocompromised. ",https://gov.georgia.gov/document/2020-executive-order/04022001/download,Georgia0006,20200421,Updated DateExpiry to 20200414 because it expires at 1159 pm 20200413,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0019,533,13,GA,Georgia,BusinessHealthSafety,1,1,1,1,20200408,20200408,20200501,,GA0015,,,,,Renewing Public Health of Emergency declaration involved formally extending Executive Order 04.02.20.01 until 1159 pm on 20200430 (coded to 20200501),https://gov.georgia.gov/document/2020-executive-order/04082002/download,Georgia0008,20200424,Updated DateExpiry to20200501 because it expires at 1159 pm on 20200430,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0011,533,13,GA,Georgia,EmergDec,1,1,1,1,20200408,20200408,20200514,,GA0001,,,,,Extends Public Health State of Emergency through 1159 pm on 20200513 (so coded to 20200514). Includes multiple extensions of other policies,https://gov.georgia.gov/document/2020-executive-order/04082002/download,Georgia0008,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0020,533,13,GA,Georgia,GathRestrict10,1,1,1,1,20200408,20200408,20200501,,GA0017,,,,,Renewing Public Health of Emergency declaration involved formally extending Executive Order 04.02.20.01 until 1159 pm on 20200430 (coded to 20200501),https://gov.georgia.gov/document/2020-executive-order/04082002/download,Georgia0008,20200424,Updated DateExpiry to20200501 because it expires at 1159 pm on 20200430,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0021,533,13,GA,Georgia,GathRestrictAny,1,1,1,1,20200408,20200408,20200501,,GA0018,,,,,Renewing Public Health of Emergency declaration involved formally extending Executive Order 04.02.20.01 until 1159 pm on 20200430 (coded to 20200501),https://gov.georgia.gov/document/2020-executive-order/04082002/download,Georgia0008,20200424,Updated DateExpiry to20200501 because it expires at 1159 pm on 20200430,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0022,533,13,GA,Georgia,OtherBusinessClose,1,1,1,1,20200408,20200408,20200501,,GA0012,,,,,Renewing Public Health of Emergency declaration involved formally extending Executive Order 04.02.20.01 until 1159 pm on 20200430 (coded to 20200501),https://gov.georgia.gov/document/2020-executive-order/04082002/download,Georgia0008,20200424,Updated DateExpiry to20200501 because it expires at 1159 pm on 20200430,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0023,533,13,GA,Georgia,RestaurantRestrict,1,1,1,1,20200408,20200408,20200501,,GA0014,,,,,Renewing Public Health of Emergency declaration involved formally extending Executive Order 04.02.20.01 until 1159 pm on 20200430 (coded to 20200501),https://gov.georgia.gov/document/2020-executive-order/04082002/download,Georgia0008,20200424,Updated DateExpiry to20200501 because it expires at 1159 pm on 20200430,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0010,533,13,GA,Georgia,StayAtHome,1,1,1,1,20200408,20200408,20200501,,GA0007,,,,,Renewing Public Health of Emergency declaration involved formally extending Executive Order 04.02.20.01 until 1159 pm on 20200430 (coded to 20200501),https://gov.georgia.gov/document/2020-executive-order/04082002/download,Georgia0008,20200421,Updated DateExpiry to20200501 because it expires at 1159 pm on 20200430,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0032,533,13,GA,Georgia,CaseIsolation,1,1,1,1,20200415,20200415,20200515,,,,,,,"Individuals with a positive or suspected COVID-19 infection must isolate at home or approved location. Individuals with COVID-19 exposure due to close contact with a person with positive or suspected COVID-19 infection must self-quaratine for 14 days. In effect for 30 days since issuance, so 20200515.",https://dph.georgia.gov/document/document/secondamendedaoiq41201pdf/download,Georgia0012,20200421,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0016,533,13,GA,Georgia,BusinessHealthSafety,1,1,1,1,20200420,20200424,20200514,,GA0019,,,,,"Businesses may have in-person minimum basic operations but must have health measures, which shall include: screening and evaluating workers who show signs of illness (eg fever, cough, shortness of breath), require workers to not report to work, enhanced sanitation, requiring hand washing and sanitation, providing PPE as available and appropriate, prohibiting gatherings of workers during working hours, holding all meetings and conferences virtually when possible, prohibiting handshaking and unnecssary person-to-person contact, increasing physical space between workers' worksites to at least 6 ft, etc",https://gov.georgia.gov/document/2020-executive-order/04202001/download,Georgia0010,20200421,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0024,533,13,GA,Georgia,GathRestrict10,1,1,1,1,20200420,20200420,20200514,,GA0020,,,,,"Extends GA0020 gathering restriction effective immediately. Order is in effect through the expiry of the extended Public Health State of Emergency (1159 pm on 20200514, coded to 20200515)",https://gov.georgia.gov/document/2020-executive-order/04202001/download,Georgia0010,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0025,533,13,GA,Georgia,GathRestrictAny,1,1,1,1,20200420,20200420,20200514,,GA0021,,,,,"Extends GA0020 gathering restriction effective immediately. Order is in effect through the expiry of the extended Public Health State of Emergency (1159 pm on 20200514, coded to 20200515)",https://gov.georgia.gov/document/2020-executive-order/04202001/download,Georgia0010,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0013,533,13,GA,Georgia,OtherBusinessClose,1,1,1,1,20200420,20200424,20200514,,,,GA0022,,GA0016,"Following businesses may begin in-person minimum basic operations: gyms, fitness centers, bowling alleys, body art studios, hair designers. Not all businesses under PID GA0012 can reopen under this order (i.e., theaters, live performance venues, and amusement parks are not yet allowed to reopen for in-person operations). These businesses covered under this order can only open if they follow the COVID-19 mitigation strategies outlined under GA0016 BusinessHealthSafety. Currently expires under the expiry date for the renewed Public Health State of Emergency declaration.",https://gov.georgia.gov/document/2020-executive-order/04202001/download,Georgia0010,20200421,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0030,533,13,GA,Georgia,BusinessHealthSafety,1,1,1,1,20200423,20200427,20200514,,,,,,,"Explicitly lists out 39-point measures required for in-person dining services to resume (ie, goes above and beyond BusinessHealthSafety required for OtherBusinessClose easing). These include shift staggering, limiting contact between wait staff and patrons, requirements on sanitation between diners, food discard practices, etc.",https://gov.georgia.gov/document/2020-executive-order/04232002/download,Georgia0011,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0027,533,13,GA,Georgia,GathRestrict10,1,1,1,1,20200423,20200501,20200514,,,,GA0024,,,"Eases GA0024 gathering restriction, allowing for gatherings of more than 10 if (quote) their grouping is transitory or incidental, or if their grouping is the result of being spread across more than one single Location (quote)",https://gov.georgia.gov/document/2020-executive-order/04232002/download,Georgia0011,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0031,533,13,GA,Georgia,OtherBusinessClose,1,1,1,1,20200423,20200427,20200514,,GA0022,,,,,"Extends closure of the following businesses: public swimming pools, performance venues, operators of amusement rides, and bars.",https://gov.georgia.gov/document/2020-executive-order/04232002/download,Georgia0011,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0033,533,13,GA,Georgia,OtherBusinessClose,1,1,1,1,20200423,20200427,20200514,,,,GA0013,,GA0016,Allows indoor theaters and cinemas to open if they follow provisions regulating them under the EO 04.23.20.02. A 20200427 EO clarifies that movie theaters could open on 20200427 (PolicySourceID Georgia0013),https://gov.georgia.gov/document/2020-executive-order/04232002/download,"Georgia0011, Georgia0013",20200427,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0026,533,13,GA,Georgia,PublicMask,0,1,1,1,20200423,20200501,20200514,,,,,,,"(quote) are strongly encouraged to wear face coverings as practical while outside their homes or residence, except when eating, drinking, or exercising outdoors (quote). In effect on 20200501 at 1200 am, expiry is 20200513 at 1159 pm (so coded to 20200514)",https://gov.georgia.gov/document/2020-executive-order/04232002/download,Georgia0011,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0029,533,13,GA,Georgia,RestaurantRestrict,1,1,1,1,20200423,20200427,20200514,,,,GA0023,,GA0030,Eases restaurant restrictions by allowing in-person dining services if they maintain no more than 10 patrons per 500 square ft of space per dining location AND adhere to BusinessHealthSafety requirements under PID GA0016 in addition to dining-specific business ,https://gov.georgia.gov/document/2020-executive-order/04232002/download,Georgia0011,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0028,533,13,GA,Georgia,StayAtHome,1,0,1,0,20200423,20200501,20200514,,,,GA0010,,,"Eases statewide StayAtHome order to only apply to individuals considered at higher risk for severe illness: persons 65+, those who live in nursing homes, with specific diseases (eg, chronic lung disease, moderate to severe asthma, severe heart disease, immunocompromised, with severe obesity, diabetes, liver disase, and chronic kidney disease on dialysis)",https://gov.georgia.gov/document/2020-executive-order/04232002/download,Georgia0011,20200424,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0034,533,13,GA,Georgia,EmergDec,1,1,1,1,20200430,20200430,20200613,,GA0011,,,,,Extends Public Health Emergency to 1159 PM on 20200612 so coded as 20200613 for expiry,https://gov.georgia.gov/document/2020-executive-order/04302001/download,Georgia0014,20200505,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
GA0035,533,13,GA,Georgia,StayAtHome,1,0,1,0,20200430,20200430,20200613,,GA0028,,,,,"Extends stay at home order for persons 65 and older and those considered vulnerable populations (ie, people living in nursing homes and longterm care, with chronic illnesses listed under GA0028)",https://gov.georgia.gov/document/2020-executive-order/04302001/download,Georgia0014,20200505,,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,
ID0001,535,16,ID,Idaho,EmergDec,1,1,1,1,20200313,20200313,20200412,,,,,,,Public Health Emergency declared. Expires in 30 days.,https://coronavirus.idaho.gov/wp-content/uploads/2020/03/proclamation_emergency-declaration_031320.pdf,Idaho0001,20200430,Adds DateExpiry as 20200412,https://coronavirus.idaho.gov/governors-actions/,
ID0002,535,16,ID,Idaho,GathRecomAny,0,1,1,1,20200318,20200318,20200401,,,,,,,"Through the end of March, Idahoans are encouraged to avoid social gatherings of more than 10 people",https://gov.idaho.gov/pressrelease/idaho-adopts-latest-federal-guidance-to-prevent-coronavirus-spread/,Idaho0006,20200430,Added DateExpiry of 20200401,https://coronavirus.idaho.gov/governors-actions/,
ID0016,535,16,ID,Idaho,GathRestrictAny,1,0,0,1,20200320,20200321,20200414,,,,,,,(quote) Gatherings of individuals outside the home are prohibited (quote). Applicable to Blaine County only,https://coronavirus.idaho.gov/wp-content/uploads/2020/03/BlaineCountySelfIsolationOrder1.pdf,Idaho0004,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0017,535,16,ID,Idaho,NEBusinessClose,1,0,0,1,20200320,20200321,20200414,,,,,,,"(quote) All businesses with a facility in Blaine County, except Essential Businesses as defined below in Section 8, are required to cease all activities at facilities located in the County except Minimum Basic Operations (quote).",https://coronavirus.idaho.gov/wp-content/uploads/2020/03/BlaineCountySelfIsolationOrder1.pdf,Idaho0004,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0015,535,16,ID,Idaho,OtherBusinessClose,1,0,0,1,20200320,20200321,20200414,,,,,,,"Closes nightclubs and bars, as well as indoor gyms and recreation facilities, Blaine County. In effect at 1159 pm on 2020320 (coded to 20200321)",https://coronavirus.idaho.gov/wp-content/uploads/2020/03/BlaineCountySelfIsolationOrder1.pdf,Idaho0004,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0014,535,16,ID,Idaho,RestaurantRestrict,1,0,0,1,20200320,20200321,20200414,,,,,,,Limited operations required (takeout and delivery only): restaurants and cafes. Applicable to Blaine County only. In effect at 1159 pm on 2020320 (coded to 20200321),https://coronavirus.idaho.gov/wp-content/uploads/2020/03/BlaineCountySelfIsolationOrder1.pdf,Idaho0004,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0003,535,16,ID,Idaho,StayAtHome,1,0,0,1,20200320,20200321,20200414,,,,,,,Stay at home order in effect for Blaine County in effect at 1159 pm 20200320 (coded to 20200321) through 20200413 at 1159 (coded to 20200414),https://coronavirus.idaho.gov/wp-content/uploads/2020/03/BlaineCountySelfIsolationOrder1.pdf,Idaho0004,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0004,535,16,ID,Idaho,SchoolClose,1,1,1,1,20200323,20200323,20200421,,,,,,,"On 20200323, all public schools are directed to have a (quote) soft closure (quote) through 20200420, so expires on 20200421. The soft closure is because school districts are mantaining food services for needy students for pickup and enacting distance learning.  The EO does not have an enact date so is assumed to go into effect immediately. ",https://www.sde.idaho.gov/coronavirus/SBOE/SBOE-guidance-final.pdf,Idaho0007,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0012,535,16,ID,Idaho,EmergDec,1,1,1,1,20200325,20200325,20200424,,ID0001,ID0001,,,,Amends initial Public Health Emergency to be extreme emergency. Expires in 30 days,https://coronavirus.idaho.gov/wp-content/uploads/2020/03/proclamation_extreme-emergency-declaration_032520.pdf,Idaho0002,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0005,535,16,ID,Idaho,GathRestrictAny,1,1,1,1,20200325,20200325,20200416,,,ID0002,,,,"In effect at 130 pm on 20200325, until 1159 pm 20200415 (coded to 20200416). (quote) Limit all non-essential gatherings of any number of individuals outside the household (quote). Includes faith-based activity, with the exception of funerals as long as they comply with social distancing requirements.",https://www.co.madison.id.us/attachments/article/103/statewide-stay-home-order_032520.pdf,Idaho0008,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0006,535,16,ID,Idaho,NEBusinessClose,1,1,1,1,20200325,20200325,20200416,,,ID0017,,,,"In effect at 130 pm on 20200325, until 1159 pm 20200415 (coded to 20200416). All businesses with a facility in the State of Idaho except Essential Businesses are required to cease all activities",https://www.co.madison.id.us/attachments/article/103/statewide-stay-home-order_032520.pdf,Idaho0008,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0007,535,16,ID,Idaho,OtherBusinessClose,1,1,1,1,20200325,20200325,20200416,,,ID0015,,,,"In effect at 130 pm on 20200325, until 1159 pm 20200415 (coded to 20200416). Closes all bars and nightclubs, also closes all indoor gyms and recreation facilities",https://www.co.madison.id.us/attachments/article/103/statewide-stay-home-order_032520.pdf,Idaho0008,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0008,535,16,ID,Idaho,RestaurantRestrict,1,1,1,1,20200325,20200325,20200416,,,ID0014,,,,"Limited operations (drive-thru, carry-out, delivery still permitted) for restaurants and all facilities that prepare or serve food",https://www.co.madison.id.us/attachments/article/103/statewide-stay-home-order_032520.pdf,Idaho0008,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0009,535,16,ID,Idaho,StayAtHome,1,1,1,1,20200325,20200325,20200416,20200501,,ID0003,,,,"In effect at 130 pm on 20200325, until 1159 pm 20200415 (coded to 20200416)",https://www.co.madison.id.us/attachments/article/103/statewide-stay-home-order_032520.pdf,Idaho0008,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0018,535,16,ID,Idaho,PublicMask,0,1,1,1,20200406,20200406,,,,,,,,Department of Public Health recommendation on the use of cloth face coverings,https://coronavirus.idaho.gov/wp-content/uploads/2020/04/Alternative-Face-Covering-Guidelines_FINAL.pdf,Idaho0005,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0025,535,16,ID,Idaho,SchoolClose,1,1,1,1,20200406,20200406,,,,ID0004,,,,Idaho state board of education extends closure of public schools and charter schools for the remainder of the year,https://boardofed.idaho.gov/wp-content/uploads/2020/04/Board-Extends-Soft-Closure-4-6-20.pdf,Idaho0010,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0019,535,16,ID,Idaho,GathRestrictAny,1,1,1,1,20200415,20200415,20200501,,,,,,,"Extends gathering restriction under ID0005 through 20200430 at 1159 pm, coded to 20200501",https://bloximages.newyork1.vip.townnews.com/idahocountyfreepress.com/content/tncms/assets/v3/editorial/4/0c/40cb823e-7f54-11ea-8f75-cbe123817d66/5e976a1997100.pdf.pdf,Idaho0009,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0022,535,16,ID,Idaho,NEBusinessClose,1,1,1,1,20200415,20200415,20200501,,,ID0006,,,,"Extends NE business closure through 20200430 at 1159 pm, coded to 20200501",https://bloximages.newyork1.vip.townnews.com/idahocountyfreepress.com/content/tncms/assets/v3/editorial/4/0c/40cb823e-7f54-11ea-8f75-cbe123817d66/5e976a1997100.pdf.pdf,Idaho0009,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0020,535,16,ID,Idaho,OtherBusinessClose,1,1,1,1,20200415,20200415,20200501,,,ID0007,,,,"Extends other business closure through 20200430 at 1159 pm, coded to 20200501",https://bloximages.newyork1.vip.townnews.com/idahocountyfreepress.com/content/tncms/assets/v3/editorial/4/0c/40cb823e-7f54-11ea-8f75-cbe123817d66/5e976a1997100.pdf.pdf,Idaho0009,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0011,535,16,ID,Idaho,Quarantine,1,1,1,1,20200415,20200415,20200501,,,,,,,The amendment the stay-at-home order to include this travel restriction (Section 7) was included on 20200415. (Quote) Persons entering the state of Idaho are required to self-quarantine for 14 days. (Quote),https://bloximages.newyork1.vip.townnews.com/idahocountyfreepress.com/content/tncms/assets/v3/editorial/4/0c/40cb823e-7f54-11ea-8f75-cbe123817d66/5e976a1997100.pdf.pdf,Idaho0009,20200418,,https://coronavirus.idaho.gov/governors-actions/,
ID0023,535,16,ID,Idaho,RestaurantRestrict,1,1,1,1,20200415,20200415,20200501,,,ID0008,,,,"Extends restaurant restriction through 20200430 at 1159 pm, coded to 20200501",https://bloximages.newyork1.vip.townnews.com/idahocountyfreepress.com/content/tncms/assets/v3/editorial/4/0c/40cb823e-7f54-11ea-8f75-cbe123817d66/5e976a1997100.pdf.pdf,Idaho0009,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0024,535,16,ID,Idaho,StayAtHome,1,1,1,1,20200415,20200415,20200501,,,ID0009,,,,"Extends stay at home order through 20200430 at 1159 pm, coded to 20200501",https://bloximages.newyork1.vip.townnews.com/idahocountyfreepress.com/content/tncms/assets/v3/editorial/4/0c/40cb823e-7f54-11ea-8f75-cbe123817d66/5e976a1997100.pdf.pdf,Idaho0009,20200501,,https://coronavirus.idaho.gov/governors-actions/,
ID0013,535,16,ID,Idaho,EmergDec,1,1,1,1,20200422,20200422,20200522,,ID0012,,,,,Extends ID ID0012 by another 30 days,https://coronavirus.idaho.gov/wp-content/uploads/2020/04/proclamation_amendment-extreme-emergency-declaration_042220.pdf,Idaho0003,20200430,,https://coronavirus.idaho.gov/governors-actions/,
ID0032,535,16,ID,Idaho,BusinessHealthSafety,1,1,1,1,20200430,20200501,,,,,,,,"(quote) Employers shall (quote) development and implement distancing protocols to ensure 6 ft distancing, provide adequate sanitation and personal hygiene, frequency disinfect commonly touched and high-traffic areas. Employes should provide PPE for employees and patrons as appropriate, provide services while limiting close interactions, identify approaches to assisting ill employees, use screening as appropriate, implement any industry specific protocols in https://rebound.idaho.gov/",https://coronavirus.idaho.gov/wp-content/uploads/2020/04/stay-healthy-order-stage1.pdf,Idaho0011,20200501,,https://coronavirus.idaho.gov/governors-actions/,https://rebound.idaho.gov/stages-of-reopening/
